epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.37,Spike,1.0,0.5147147898000001,0.34097060668979856,0.029429579600000144,False
16.0,0.36000000000000004,Spike,0.756817,0.5135365937999999,0.3339168958686351,0.02707318759999988,False
16.0,0.35000000000000003,Spike,0.717381,0.512787117,0.3251592752309505,0.02557423400000003,False
16.0,0.34,Spike,1.0,0.5123712767999999,0.3159053029474843,0.024742553599999884,False
16.0,0.33,Spike,0.208295,0.5117723904,0.30625439812721,0.023544780799999998,False
16.0,0.32,Spike,1.0,0.5106611524,0.29275356450490103,0.02132230479999997,False
16.0,0.31,Spike,0.367474,0.5092095015999999,0.2768626236315686,0.018419003199999784,False
16.0,0.3,Spike,0.413335,0.5079502704000001,0.2576420468925992,0.01590054080000014,False
16.0,0.29000000000000004,Spike,0.541746,0.5070969646,0.23650467106725964,0.014193929199999955,False
16.0,0.28,Spike,0.266221,0.505803652,0.21582781239614424,0.011607303999999985,False
16.0,0.27,Spike,0.294015,0.5047901363999999,0.19614963370188299,0.009580272799999845,False
16.0,0.26,Spike,0.325289,0.504025174,0.17729941616737033,0.00805034800000004,False
16.0,0.25,Spike,0.75769,0.5031663916000001,0.15906763548981898,0.006332783200000192,False
16.0,0.24000000000000002,Spike,0.37194,0.5024605019999999,0.14131298918482216,0.00492100399999984,False
16.0,0.23,Spike,0.599811,0.5018600602000001,0.12352870279877146,0.0037201204000001376,False
16.0,0.22,Spike,0.660315,0.501462665,0.10547897996916278,0.0029253300000000593,False
16.0,0.21000000000000002,Spike,0.592735,0.500999957,0.08622883731152804,0.0019999139999999915,False
16.0,0.2,Spike,0.593827,0.5005378812,0.06427769456292867,0.0010757623999999577,False
16.0,0.19,Spike,0.496359,0.500132893,0.03479805326955836,0.0002657859999999346,False
16.0,0.18000000000000002,Spike,0.5,0.5000789746000001,0.02552409634103351,0.00015794920000011814,True
16.0,0.17,Spike,0.5,0.5000759886,0.025050282885576355,0.0001519772000000419,True
16.0,0.16,Spike,0.5,0.5000748413999999,0.02486308051612262,0.00014968279999982848,True
16.0,0.15000000000000002,Spike,0.5,0.5000744568,0.024797303816291104,0.00014891359999991138,True
16.0,0.14,Spike,0.5,0.5000745364,0.024806521959126332,0.00014907279999998302,True
16.0,0.13,Spike,0.5,0.5000749552,0.024871197549388352,0.00014991040000000844,True
16.0,0.12,Spike,0.5,0.5000756432,0.024981305374274065,0.0001512863999999503,True
16.0,0.11,Spike,0.5,0.5000765634,0.025130982047618353,0.00015312679999990308,True
16.0,0.09999999999999999,Spike,0.5,0.5000776924,0.02531639056153138,0.00015538479999999133,True
16.0,0.09,Spike,0.5,0.50007901,0.025534854944606764,0.00015801999999998095,True
16.0,0.08,Spike,0.5,0.5000805062,0.025784334603967493,0.0001610123999999935,True
16.0,0.06999999999999999,Spike,0.5,0.5000816528,0.025982565713463766,0.00016330560000010763,True
16.0,0.060000000000000005,Spike,0.5,0.5000808112,0.025865971444492628,0.000161622400000061,True
16.0,0.05,Spike,0.5,0.5000802128,0.025780631324640122,0.00016042560000006922,True
16.0,0.04,Spike,0.5,0.5000798466,0.025726691379245274,0.00015969320000008835,True
16.0,0.03,Spike,0.5,0.5000797066,0.025704242305444755,0.0001594132000000137,True
16.0,0.02,Spike,0.5,0.500079783,0.0257132986225323,0.00015956599999999987,True
16.0,0.01,Spike,0.5,0.5000800702,0.025753801897065654,0.0001601404000000084,True
15.9,0.99,Spike,1.0,0.9860058182000001,0.08993097012350651,0.9720116364000002,False
15.9,0.98,Spike,1.0,0.9819130816000001,0.10983061570728204,0.9638261632000003,False
15.9,0.97,Spike,1.0,0.9708309514000001,0.1504619417353398,0.9416619028000002,False
15.9,0.9600000000000001,Spike,1.0,0.9488919840000001,0.2070618599882173,0.8977839680000002,False
15.9,0.9500000000000001,Spike,1.0,0.9154155328000001,0.2680289146981247,0.8308310656000002,False
15.9,0.9400000000000001,Spike,1.0,0.8742996677999999,0.3229413480538403,0.7485993355999998,False
15.9,0.93,Spike,1.0,0.8320868377999999,0.3662653525825122,0.6641736755999998,False
15.9,0.92,Spike,1.0,0.789071856,0.401104068015366,0.5781437119999999,False
15.9,0.91,Spike,1.0,0.7569506176,0.42239353387967954,0.5139012352000001,False
15.9,0.9,Spike,1.0,0.7427206436,0.4306954696407748,0.4854412872,False
15.9,0.89,Spike,0.0,0.7334383891999999,0.43581247667474177,0.46687677839999986,False
15.9,0.88,Spike,0.0,0.6229162256,0.47892240156618976,0.24583245120000008,False
15.9,0.87,Spike,0.0,0.568354687,0.489701697404513,0.13670937400000005,False
15.9,0.86,Spike,1.0,0.5446491608,0.49216772829023303,0.08929832160000006,False
15.9,0.85,Spike,1.0,0.6064095544000001,0.48254222704523403,0.2128191088000002,False
15.9,0.8400000000000001,Spike,0.0,0.6055521908000001,0.4826744524489741,0.21110438160000022,False
15.9,0.8300000000000001,Spike,0.0,0.5423891892,0.4922128604450181,0.08477837840000002,False
15.9,0.8200000000000001,Spike,1.0,0.5785622628,0.48747107097425735,0.1571245256,False
15.9,0.81,Spike,1e-06,0.5363469766,0.49251869485244504,0.07269395319999994,False
15.9,0.8,Spike,1.0,0.5809813596,0.4867818673177625,0.16196271919999994,False
15.9,0.79,Spike,1.0,0.5411128012,0.4914281732218796,0.0822256024000001,False
15.9,0.78,Spike,0.0,0.5437437352000001,0.491173573950845,0.08748747040000016,False
15.9,0.77,Spike,0.0,0.5543405314,0.48968488636029284,0.1086810627999999,False
15.9,0.76,Spike,0.0,0.5599490262,0.4885398149562189,0.11989805239999995,False
15.9,0.75,Spike,0.0,0.5523475874,0.4891270975761828,0.10469517480000001,False
15.9,0.74,Spike,0.0,0.5406046290000001,0.4897082514406082,0.08120925800000012,False
15.9,0.73,Spike,1.0,0.5330288604,0.48956698433091367,0.06605772079999994,False
15.9,0.72,Spike,1.0,0.5482691265999999,0.48778305180253084,0.09653825319999987,False
15.9,0.7100000000000001,Spike,1.0,0.5335969306,0.48818092051798845,0.06719386120000004,False
15.9,0.7000000000000001,Spike,1.6e-05,0.5346285684000001,0.4875374096780529,0.06925713680000012,False
15.9,0.6900000000000001,Spike,0.0,0.5369242396,0.48635767303115285,0.07384847920000004,False
15.9,0.68,Spike,0.003351,0.5315933296,0.48577053873577647,0.0631866592000001,False
15.9,0.67,Spike,1.0,0.536577204,0.4840975734719631,0.07315440799999995,False
15.9,0.66,Spike,0.123486,0.5293966166,0.4832319069642261,0.05879323320000007,False
15.9,0.65,Spike,0.000145,0.532747565,0.4813052784764219,0.06549512999999996,False
15.9,0.64,Spike,0.02655,0.5298692528,0.4804329255710756,0.059738505599999936,False
15.9,0.63,Spike,1.0,0.5313590958000001,0.4776411099222664,0.06271819160000014,False
15.9,0.62,Spike,0.01795,0.5296152174,0.476570068571704,0.0592304347999999,False
15.9,0.61,Spike,0.020919,0.529222707,0.47393502880269817,0.05844541399999992,False
15.9,0.6,Spike,1.0,0.5283842263999999,0.4705471643102694,0.05676845279999987,False
15.9,0.59,Spike,0.000982,0.5301933158,0.4683914428978809,0.06038663159999991,False
15.9,0.5800000000000001,Spike,1.0,0.5307674588,0.465094110272414,0.06153491759999996,False
15.9,0.5700000000000001,Spike,0.003543,0.5287215004,0.46173615087657155,0.05744300079999998,False
15.9,0.56,Spike,0.304955,0.5260720756,0.4585672165116012,0.052144151200000044,False
15.9,0.55,Spike,0.055145,0.5263505723999999,0.4539486051671773,0.05270114479999988,False
15.9,0.54,Spike,1.0,0.5259012182,0.4499424150568519,0.05180243640000004,False
15.9,0.53,Spike,1.0,0.5257489212,0.4488011987571202,0.051497842400000104,False
15.9,0.52,Spike,1.0,0.5245113244,0.4402693222067875,0.04902264880000007,False
15.9,0.51,Spike,0.026374,0.5245329773999999,0.43452288542817746,0.04906595479999987,False
15.9,0.5,Spike,1.0,0.5242189092,0.4302319132583744,0.048437818400000054,False
15.9,0.49,Spike,0.088102,0.5227297524,0.4238602471029779,0.04545950479999994,False
15.9,0.48000000000000004,Spike,1.0,0.5218799834,0.41790496842742364,0.04375996679999994,False
15.9,0.47000000000000003,Spike,1.0,0.5222331241999999,0.4124023724520876,0.0444662483999998,False
15.9,0.46,Spike,0.047615,0.5210088117999999,0.40436321260274116,0.04201762359999983,False
15.9,0.45,Spike,0.049912,0.5201896482,0.3967138443224409,0.04037929640000004,False
15.9,0.44,Spike,0.041475,0.5195552378,0.3891333413563848,0.03911047560000003,False
15.9,0.43,Spike,0.39779,0.5180797210000001,0.38528382109377196,0.03615944200000021,False
15.9,0.42000000000000004,Spike,1.0,0.5177368666000001,0.37525422010980086,0.035473733200000135,False
15.9,0.41000000000000003,Spike,1.0,0.5167026111999999,0.3692401518524788,0.03340522239999988,False
15.9,0.4,Spike,1.0,0.5161637964,0.3627166525236504,0.03232759279999997,False
15.9,0.39,Spike,0.668658,0.5152785372,0.3548438302033785,0.030557074400000106,False
15.9,0.38,Spike,0.143782,0.5150448465999999,0.3473360649946744,0.03008969319999988,False
15.9,0.37,Spike,0.18986,0.5142889468,0.3400946438810839,0.02857789360000007,False
15.9,0.36000000000000004,Spike,0.3536,0.5132418606,0.3309286666079657,0.026483721199999977,False
15.9,0.35000000000000003,Spike,1.0,0.512980165,0.32448726424932334,0.025960329999999976,False
15.9,0.34,Spike,1.0,0.5124461926,0.31485981324862355,0.024892385200000033,False
15.9,0.33,Spike,0.169694,0.511623414,0.3051954428617441,0.023246827999999997,False
15.9,0.32,Spike,1.0,0.510460918,0.29108308431967855,0.020921836000000082,False
15.9,0.31,Spike,0.30271,0.509155332,0.2747895074436169,0.01831066399999992,False
15.9,0.3,Spike,0.296096,0.5079351602000001,0.2552944091037445,0.015870320400000137,False
15.9,0.29000000000000004,Spike,0.580298,0.5065831898,0.2339321093506781,0.013166379600000111,False
15.9,0.28,Spike,0.867824,0.5056444104,0.2135171696563112,0.011288820799999932,False
15.9,0.27,Spike,0.82049,0.5046740228,0.1940141603544625,0.00934804559999991,False
15.9,0.26,Spike,0.534888,0.5037118538,0.175298448263796,0.007423707600000107,False
15.9,0.25,Spike,0.347795,0.5030644214,0.15727203409699395,0.006128842799999923,False
15.9,0.24000000000000002,Spike,0.7093,0.5024311454,0.1394629031383393,0.004862290800000002,False
15.9,0.23,Spike,0.38662,0.5019350856000001,0.12174327369826568,0.0038701712000002164,False
15.9,0.22,Spike,0.381682,0.5013416556,0.1035492527929245,0.0026833111999999826,False
15.9,0.21000000000000002,Spike,0.40267,0.5008809432,0.08406593701171661,0.0017618863999999679,False
15.9,0.2,Spike,0.442985,0.5005050106000001,0.061570174972986134,0.0010100212000001552,False
15.9,0.19,Spike,0.518893,0.500113125,0.030426100368704898,0.00022625000000009443,False
15.9,0.18000000000000002,Spike,0.5,0.5000785456,0.02545633317198754,0.00015709119999995913,True
15.9,0.17,Spike,0.5,0.5000758492,0.025027960565449044,0.0001516984000000665,True
15.9,0.16,Spike,0.5,0.5000747754,0.024852864001687455,0.00014955080000000898,True
15.9,0.15000000000000002,Spike,0.5,0.5000744262,0.024792089605282425,0.0001488523999999547,True
15.9,0.14,Spike,0.5,0.5000745205999999,0.024803774691674788,0.00014904119999981091,True
15.9,0.13,Spike,0.5,0.500074946,0.02486979094717596,0.00014989200000004033,True
15.9,0.12,Spike,0.5,0.5000756386,0.024980664625854535,0.00015127720000007727,True
15.9,0.11,Spike,0.5,0.5000765612,0.02513077620082487,0.00015312239999998312,True
15.9,0.09999999999999999,Spike,0.5,0.5000776914,0.025316456745867872,0.0001553828000000479,True
15.9,0.09,Spike,0.5,0.5000790112000001,0.025535066249852408,0.00015802240000017953,True
15.9,0.08,Spike,0.5,0.5000805072,0.025784622068220978,0.00016101439999993694,True
15.9,0.06999999999999999,Spike,0.5,0.5000816506,0.025982310708258183,0.00016330119999996562,True
15.9,0.060000000000000005,Spike,0.5,0.5000808094,0.025865801117710696,0.00016161879999998519,True
15.9,0.05,Spike,0.5,0.5000802115999999,0.025780529317265793,0.00016042319999987065,True
15.9,0.04,Spike,0.5,0.500079846,0.02572663740425301,0.00015969199999998906,True
15.9,0.03,Spike,0.5,0.5000797064,0.025704222219545592,0.0001594127999999806,True
15.9,0.02,Spike,0.5,0.5000797844,0.025713294406858243,0.0001595688000000095,True
15.9,0.01,Spike,0.5,0.500080071,0.025753804535811265,0.00016014199999991874,True
15.8,0.99,Spike,1.0,0.9860261630000001,0.08979000891918416,0.9720523260000002,False
15.8,0.98,Spike,1.0,0.9821239162,0.10895712581478248,0.9642478323999999,False
15.8,0.97,Spike,1.0,0.9716190608,0.14807959095364256,0.9432381216000001,False
15.8,0.9600000000000001,Spike,1.0,0.9510124458,0.20243663469272502,0.9020248916,False
15.8,0.9500000000000001,Spike,1.0,0.9196978805999999,0.2612821031271144,0.8393957611999998,False
15.8,0.9400000000000001,Spike,1.0,0.8811920816,0.3148082442520652,0.7623841631999999,False
15.8,0.93,Spike,1.0,0.841649467,0.3573696969936197,0.683298934,False
15.8,0.92,Spike,1.0,0.8012840552,0.3919541454383078,0.6025681104,False
15.8,0.91,Spike,1.0,0.7711767617999999,0.41339150334944497,0.5423535235999999,False
15.8,0.9,Spike,1.0,0.757701007,0.4219087353775625,0.515402014,False
15.8,0.89,Spike,0.0,0.6793707882,0.4607130012427509,0.35874157639999993,False
15.8,0.88,Spike,0.0,0.6218670408,0.47914023910054915,0.24373408159999999,False
15.8,0.87,Spike,0.0,0.5497810914,0.4918423030398582,0.09956218279999995,False
15.8,0.86,Spike,1.0,0.5666669886,0.4895946307684094,0.13333397719999995,False
15.8,0.85,Spike,1.0,0.6243739954,0.4782252272037473,0.2487479908000001,False
15.8,0.8400000000000001,Spike,0.0,0.5657935951999999,0.4897079688930014,0.1315871903999999,False
15.8,0.8300000000000001,Spike,1.0,0.5479881878,0.49147137092328175,0.09597637560000005,False
15.8,0.8200000000000001,Spike,0.0,0.591510412,0.48521559451172025,0.18302082399999997,False
15.8,0.81,Spike,1.0,0.5420056098000001,0.4916305948704434,0.08401121960000024,False
15.8,0.8,Spike,0.0,0.5640942448,0.4892037136296312,0.12818848960000007,False
15.8,0.79,Spike,1.0,0.5561816394,0.4898408426877334,0.11236327879999997,False
15.8,0.78,Spike,1.0,0.542444265,0.4909421607206594,0.08488852999999996,False
15.8,0.77,Spike,0.00065,0.5330407184,0.49156930775693025,0.0660814368,False
15.8,0.76,Spike,0.0,0.5378139432,0.49081092369194784,0.07562788639999996,False
15.8,0.75,Spike,0.000417,0.5332130088,0.4907238327622147,0.0664260176,False
15.8,0.74,Spike,1.0,0.535707273,0.4897999917896658,0.07141454599999997,False
15.8,0.73,Spike,1.0,0.5503416878,0.48809159591156526,0.10068337560000007,False
15.8,0.72,Spike,0.019625,0.5309969538,0.4890108449458218,0.06199390760000001,False
15.8,0.7100000000000001,Spike,0.0,0.5430121328,0.48730781242150856,0.0860242656000001,False
15.8,0.7000000000000001,Spike,1.0,0.5418464312,0.486630326738467,0.08369286239999996,False
15.8,0.6900000000000001,Spike,1.0,0.540474445,0.4857299618782319,0.08094888999999994,False
15.8,0.68,Spike,0.0,0.5386309788,0.4846917876475752,0.07726195759999999,False
15.8,0.67,Spike,1.0,0.5306598858,0.4839629582554931,0.06131977160000002,False
15.8,0.66,Spike,4e-05,0.5336046222,0.4827120126642207,0.06720924440000009,False
15.8,0.65,Spike,1e-06,0.5353147938,0.480689720717355,0.07062958760000004,False
15.8,0.64,Spike,9.1e-05,0.5326908885999999,0.47872072162927903,0.06538177719999982,False
15.8,0.63,Spike,1.0,0.530896325,0.4772069375903144,0.061792649999999893,False
15.8,0.62,Spike,0.239516,0.5281516907999999,0.4754683456814157,0.05630338159999981,False
15.8,0.61,Spike,1.0,0.527884922,0.4729887590947771,0.05576984400000007,False
15.8,0.6,Spike,1.0,0.530708492,0.4704947142315126,0.06141698400000006,False
15.8,0.59,Spike,0.186069,0.5273335182,0.4676609344632659,0.054667036399999924,False
15.8,0.5800000000000001,Spike,0.014954,0.5282232512,0.463934973603591,0.05644650240000004,False
15.8,0.5700000000000001,Spike,0.869573,0.5263792982,0.4608392812851265,0.05275859639999991,False
15.8,0.56,Spike,0.040326,0.5268661012000001,0.4570345574232736,0.053732202400000206,False
15.8,0.55,Spike,0.012526,0.5271144484,0.4538166149963263,0.05422889679999998,False
15.8,0.54,Spike,0.460315,0.5247921266000001,0.4480367250875022,0.04958425320000015,False
15.8,0.53,Spike,0.016493,0.525831121,0.44396536646671836,0.051662241999999914,False
15.8,0.52,Spike,0.032747,0.5250745728,0.44042549241277773,0.050149145600000056,False
15.8,0.51,Spike,0.026084,0.5248661604,0.43769242334530656,0.04973232080000001,False
15.8,0.5,Spike,0.16184,0.5230385114,0.42957025067672777,0.046077022800000034,False
15.8,0.49,Spike,1.0,0.5223298568,0.4222127640419667,0.044659713599999984,False
15.8,0.48000000000000004,Spike,0.621767,0.521816336,0.42150776654557526,0.043632671999999983,False
15.8,0.47000000000000003,Spike,0.043193,0.5216159128,0.40985373865927754,0.04323182559999994,False
15.8,0.46,Spike,0.027236,0.5213905362,0.4054251755911294,0.04278107239999995,False
15.8,0.45,Spike,0.110394,0.5198683494,0.39760890815510935,0.03973669880000008,False
15.8,0.44,Spike,0.044223,0.5197133084,0.3913123431098228,0.039426616799999925,False
15.8,0.43,Spike,0.24927,0.5179802854,0.38252337968975103,0.035960570799999925,False
15.8,0.42000000000000004,Spike,0.149034,0.5176508372,0.3764745125588573,0.035301674400000094,False
15.8,0.41000000000000003,Spike,0.223769,0.5167689842,0.36912315722691985,0.033537968399999896,False
15.8,0.4,Spike,0.308993,0.5159973164000001,0.36236035734806227,0.031994632800000256,False
15.8,0.39,Spike,0.142796,0.5156616016,0.35446840757081755,0.03132320319999993,False
15.8,0.38,Spike,0.401098,0.5145115118,0.34639560960721616,0.029023023599999975,False
15.8,0.37,Spike,0.346071,0.5139317148,0.33918630065790195,0.02786342959999999,False
15.8,0.36000000000000004,Spike,0.773921,0.5132506447999999,0.33065079446400814,0.026501289599999867,False
15.8,0.35000000000000003,Spike,1.0,0.5132091266,0.32388001174138686,0.026418253199999908,False
15.8,0.34,Spike,0.341495,0.5124032744,0.31386143328497534,0.024806548799999995,False
15.8,0.33,Spike,1.0,0.5113545874000001,0.3017914986081669,0.02270917480000012,False
15.8,0.32,Spike,1.0,0.5102135432,0.2891947713547185,0.020427086400000016,False
15.8,0.31,Spike,0.235478,0.5091389192000001,0.2727158040746379,0.01827783840000019,False
15.8,0.3,Spike,0.317544,0.5080306058,0.2528273851063519,0.01606121160000007,False
15.8,0.29000000000000004,Spike,0.325584,0.5065364188,0.2316346115558768,0.013072837599999998,False
15.8,0.28,Spike,0.377334,0.5054109974,0.21133757248548446,0.010821994799999901,False
15.8,0.27,Spike,0.3635,0.5044973904000001,0.19200810286950365,0.008994780800000157,False
15.8,0.26,Spike,0.298064,0.5038034428,0.17343671990430332,0.007606885600000002,False
15.8,0.25,Spike,0.733771,0.5030077757999999,0.15535884840161782,0.00601555159999978,False
15.8,0.24000000000000002,Spike,0.342454,0.5023843748,0.13768088869199577,0.004768749599999955,False
15.8,0.23,Spike,0.458535,0.5017238159999999,0.11987681704845553,0.0034476319999998672,False
15.8,0.22,Spike,0.548519,0.5012386782,0.10154095833915067,0.0024773564000000192,False
15.8,0.21000000000000002,Spike,0.530205,0.5007932264,0.08180844185429074,0.0015864528000000266,False
15.8,0.2,Spike,0.46334,0.5003984796000001,0.05872437059339761,0.0007969592000001136,False
15.8,0.19,Spike,0.502508,0.5000922982,0.027479091771282976,0.00018459640000001443,False
15.8,0.18000000000000002,Spike,0.5,0.5000781694,0.025397403255835654,0.0001563388000000998,True
15.8,0.17,Spike,0.5,0.5000757198,0.025007195946021306,0.0001514395999999696,True
15.8,0.16,Spike,0.5,0.500074718,0.024843151890741426,0.0001494360000000583,True
15.8,0.15000000000000002,Spike,0.5,0.5000743910000001,0.02478708764624266,0.00014878200000012498,True
15.8,0.14,Spike,0.5,0.500074506,0.02480112462942237,0.00014901200000005943,True
15.8,0.13,Spike,0.5,0.500074936,0.02486843187186231,0.00014987199999993983,True
15.8,0.12,Spike,0.5,0.500075634,0.024980047253978645,0.0001512679999999822,True
15.8,0.11,Spike,0.5,0.5000765596,0.02513060079086988,0.0001531191999999404,True
15.8,0.09999999999999999,Spike,0.5,0.500077693,0.025316523576604112,0.00015538600000009062,True
15.8,0.09,Spike,0.5,0.5000790119999999,0.025535288925288384,0.00015802399999986783,True
15.8,0.08,Spike,0.5,0.5000805077999999,0.025784921712331828,0.00016101559999981419,True
15.8,0.06999999999999999,Spike,0.5,0.5000816494000001,0.02598204406780321,0.00016329880000021113,True
15.8,0.060000000000000005,Spike,0.5,0.5000808087999999,0.025865628595353508,0.0001616175999998859,True
15.8,0.05,Spike,0.5,0.5000802110000001,0.025780428768753617,0.00016042200000021545,True
15.8,0.04,Spike,0.5,0.5000798463999999,0.025726585450459513,0.0001596927999998332,True
15.8,0.03,Spike,0.5,0.5000797062,0.025704201275319218,0.0001594123999999475,True
15.8,0.02,Spike,0.5,0.5000797842,0.025713292931102822,0.0001595683999999764,True
15.8,0.01,Spike,0.5,0.5000800693999999,0.02575381724477207,0.00016013879999987601,True
15.700000000000001,0.99,Spike,1.0,0.9860280242,0.08962558876540964,0.9720560484,False
15.700000000000001,0.98,Spike,1.0,0.9823283717999999,0.10803455403194916,0.9646567435999998,False
15.700000000000001,0.97,Spike,1.0,0.9723673899999999,0.14555384136050295,0.9447347799999999,False
15.700000000000001,0.9600000000000001,Spike,1.0,0.9530055578,0.19780301565161748,0.9060111155999999,False
15.700000000000001,0.9500000000000001,Spike,1.0,0.9236486022000001,0.2547442092759886,0.8472972044000002,False
15.700000000000001,0.9400000000000001,Spike,1.0,0.8876632114,0.3068153046790785,0.7753264228000001,False
15.700000000000001,0.93,Spike,1.0,0.8505616213999999,0.3486466617284665,0.7011232427999998,False
15.700000000000001,0.92,Spike,1.0,0.8127851150000001,0.38287472501294584,0.6255702300000001,False
15.700000000000001,0.91,Spike,1.0,0.7845050332,0.4043083452932616,0.5690100664,False
15.700000000000001,0.9,Spike,0.0,0.7237398159999999,0.4408734382718166,0.44747963199999985,False
