height,timestamp,gas_used,gas_wanted,tx_count,total_fee_base,total_fee_osmo,fee_per_gas_osmo,load,max_gas,status,error
45948050,2025-10-10T21:21:39.483675+00:00,8942792,18456367,18,297886,0.297886,3.331017874507201e-08,0.029809306666666667,300000000,ok,
45948051,2025-10-10T21:21:40.646031+00:00,97185526,241910857,163,3181865,3.181865,3.274011193806781e-08,0.3239517533333333,300000000,ok,
45948052,2025-10-10T21:21:44.826278+00:00,4794889,6951684,6,83639,0.083639,1.7443365216587913e-08,0.015982963333333332,300000000,ok,
45948053,2025-10-10T21:21:46.263991+00:00,14601210,30175870,21,496781,0.496781,3.402327615314073e-08,0.0486707,300000000,ok,
45948054,2025-10-10T21:21:47.391924+00:00,88091627,272074229,146,4098073,4.098073,4.6520573402509636e-08,0.29363875666666667,300000000,ok,
45948055,2025-10-10T21:21:48.529396+00:00,205209,1225000,1,21111,0.021111,1.0287560487113139e-07,0.00068403,300000000,ok,
45948056,2025-10-10T21:21:52.777342+00:00,697789,763191,1,11448,0.011448,1.6406105570595124e-08,0.0023259633333333335,300000000,ok,
45948057,2025-10-10T21:21:53.792354+00:00,112557751,269975140,272,4165368,4.165368,3.7006496336267415e-08,0.3751925033333333,300000000,ok,
45948058,2025-10-10T21:21:55.127911+00:00,80660095,274748600,112,4123271,4.123271,5.111909426836157e-08,0.2688669833333333,300000000,ok,
45948059,2025-10-10T21:21:59.865540+00:00,66929723,269897235,101,3960942,3.960942,5.918061247616399e-08,0.22309907666666667,300000000,ok,
45948060,2025-10-10T21:22:01.177526+00:00,738797,1693100,2,16932,0.016932,2.2918338867104226e-08,0.002462656666666667,300000000,ok,
45948061,2025-10-10T21:22:02.852736+00:00,9679179,33300000,12,519297,0.519297,5.365093465055249e-08,0.03226393,300000000,ok,
45948062,2025-10-10T21:22:04.366741+00:00,95595452,269986673,281,4471861,4.471861,4.677901413134173e-08,0.31865150666666664,300000000,ok,
45948063,2025-10-10T21:22:08.670231+00:00,78519077,269490901,159,3973188,3.973188,5.060156272596021e-08,0.26173025666666666,300000000,ok,
45948064,2025-10-10T21:22:10.211603+00:00,98739822,269878196,179,4073495,4.073495,4.125483434636939e-08,0.32913274,300000000,ok,
45948065,2025-10-10T21:22:12.151920+00:00,127352108,269956186,446,4237854,4.237854,3.327666943683413e-08,0.4245070266666667,300000000,ok,
45948066,2025-10-10T21:22:14.629989+00:00,1817245,2842793,3,39885,0.039885,2.1948058737264377e-08,0.006057483333333333,300000000,ok,
45948067,2025-10-10T21:22:16.321342+00:00,103215867,269847202,231,4695092,4.695092,4.5488083726506895e-08,0.34405289,300000000,ok,
45948068,2025-10-10T21:22:17.655724+00:00,115616914,269958424,142,4477498,4.477498,3.872701532234289e-08,0.38538971333333333,300000000,ok,
45948069,2025-10-10T21:22:20.101446+00:00,75711858,269973095,281,4417312,4.417312,5.83437273458538e-08,0.25237286,300000000,ok,
45948070,2025-10-10T21:22:21.361809+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948071,2025-10-10T21:22:23.120033+00:00,956346,4397480,3,135939,0.135939,1.4214416121361933e-07,0.00318782,300000000,ok,
45948072,2025-10-10T21:22:25.011050+00:00,81225788,269804532,309,4491589,4.491589,5.529757372129157e-08,0.27075262666666666,300000000,ok,
45948073,2025-10-10T21:22:26.415882+00:00,116236836,269996415,158,4207097,4.207097,3.619418030270542e-08,0.38745612,300000000,ok,
45948074,2025-10-10T21:22:27.964370+00:00,72203431,269995292,211,4152382,4.152382,5.7509483171236e-08,0.24067810333333334,300000000,ok,
45948075,2025-10-10T21:22:30.470733+00:00,85868517,269939064,132,4129759,4.129759,4.8093983036879515e-08,0.28622839,300000000,ok,
45948076,2025-10-10T21:22:32.619967+00:00,37081653,83345123,45,1261067,1.261067,3.4007842099164243e-08,0.12360551,300000000,ok,
45948077,2025-10-10T21:22:34.007722+00:00,65788956,269991032,136,4136336,4.136336,6.287280193350386e-08,0.21929652,300000000,ok,
45948078,2025-10-10T21:22:35.766079+00:00,88026142,269835369,217,4133584,4.133584,4.6958595549944694e-08,0.2934204733333333,300000000,ok,
45948079,2025-10-10T21:22:37.129614+00:00,71652975,269911177,157,4471704,4.471704,6.240779255850856e-08,0.23884325,300000000,ok,
45948080,2025-10-10T21:22:38.884081+00:00,90559290,269791611,182,5010041,5.010041,5.5323324641789925e-08,0.3018643,300000000,ok,
45948081,2025-10-10T21:22:40.724660+00:00,95775991,269953011,145,4313446,4.313446,4.503681930056981e-08,0.31925330333333335,300000000,ok,
45948082,2025-10-10T21:22:42.169497+00:00,86098240,269965464,183,5420612,5.420612,6.295845304154882e-08,0.28699413333333335,300000000,ok,
45948083,2025-10-10T21:22:43.568880+00:00,88447382,269693234,186,4820825,4.820825,5.450500502095133e-08,0.29482460666666666,300000000,ok,
45948084,2025-10-10T21:22:45.511157+00:00,95079109,269818740,133,4565780,4.56578,4.802085387653349e-08,0.31693036333333335,300000000,ok,
45948085,2025-10-10T21:22:47.198533+00:00,66899385,269685472,135,4301931,4.301931,6.430449248524482e-08,0.22299795,300000000,ok,
45948086,2025-10-10T21:22:49.053831+00:00,95283982,267895187,149,5143509,5.143509,5.3980835939455176e-08,0.31761327333333333,300000000,ok,
45948087,2025-10-10T21:22:50.265880+00:00,15683420,42843642,31,918534,0.918534,5.8567200266268455e-08,0.052278066666666664,300000000,ok,
45948088,2025-10-10T21:22:51.850435+00:00,364814,804012,1,20355,0.020355,5.5795556091597365e-08,0.0012160466666666667,300000000,ok,
45948089,2025-10-10T21:22:53.096210+00:00,23958209,47499528,39,1259457,1.259457,5.256891280980143e-08,0.07986069666666666,300000000,ok,
45948090,2025-10-10T21:22:54.229058+00:00,14567640,28772082,22,625179,0.625179,4.291559923227098e-08,0.0485588,300000000,ok,
45948091,2025-10-10T21:22:59.421802+00:00,7551658,11453102,7,193086,0.193086,2.5568689683775402e-08,0.025172193333333332,300000000,ok,
45948092,2025-10-10T21:23:00.564942+00:00,26232634,64313202,52,1163423,1.163423,4.43502166042495e-08,0.08744211333333334,300000000,ok,
45948093,2025-10-10T21:23:01.636280+00:00,12990281,44881404,21,666955,0.666955,5.1342615298314176e-08,0.043300936666666665,300000000,ok,
45948094,2025-10-10T21:23:02.768760+00:00,23787918,60212512,39,836999,0.836999,3.51858872222445e-08,0.07929306,300000000,ok,
45948095,2025-10-10T21:23:04.044597+00:00,70081027,154888639,111,3080601,3.080601,4.3957703416646564e-08,0.23360342333333334,300000000,ok,
45948096,2025-10-10T21:23:06.163047+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948097,2025-10-10T21:23:07.532840+00:00,66493589,151782126,85,2028154,2.028154,3.050149691874806e-08,0.22164529666666666,300000000,ok,
45948098,2025-10-10T21:23:08.657525+00:00,6104978,9408465,9,92448,0.092448,1.5143052112554706e-08,0.020349926666666667,300000000,ok,
45948099,2025-10-10T21:23:09.995327+00:00,15960567,31080753,22,416970,0.41697,2.6125011724207543e-08,0.05320189,300000000,ok,
45948100,2025-10-10T21:23:11.151693+00:00,14110838,49628025,19,658392,0.658392,4.665860383345057e-08,0.047036126666666664,300000000,ok,
45948101,2025-10-10T21:23:12.369139+00:00,750016,1856620,1,20000,0.02,2.6666097789913816e-08,0.0025000533333333335,300000000,ok,
45948102,2025-10-10T21:23:13.430734+00:00,32199012,62251457,50,987101,0.987101,3.065625119180676e-08,0.10733004,300000000,ok,
45948103,2025-10-10T21:23:14.599043+00:00,16600439,77404803,20,882540,0.88254,5.316365428649206e-08,0.055334796666666665,300000000,ok,
45948104,2025-10-10T21:23:15.654595+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948105,2025-10-10T21:23:17.069956+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948106,2025-10-10T21:23:18.179439+00:00,110480881,243463124,191,3415196,3.415196,3.0912099623825413e-08,0.3682696033333333,300000000,ok,
45948107,2025-10-10T21:23:19.426160+00:00,34387849,70120763,53,1090383,1.090383,3.17083804805587e-08,0.11462616333333334,300000000,ok,
45948108,2025-10-10T21:23:21.466111+00:00,80584912,213326933,133,3151439,3.151439,3.910706014048883e-08,0.2686163733333333,300000000,ok,
45948109,2025-10-10T21:23:25.551894+00:00,12765303,29344810,24,460907,0.460907,3.610623265268361e-08,0.04255101,300000000,ok,
45948110,2025-10-10T21:23:26.961270+00:00,32597333,79913824,60,1136958,1.136958,3.4878865703522436e-08,0.10865777666666666,300000000,ok,
45948111,2025-10-10T21:23:28.095941+00:00,16114149,36149772,27,470194,0.470194,2.917895322923972e-08,0.05371383,300000000,ok,
45948112,2025-10-10T21:23:29.142411+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948113,2025-10-10T21:23:30.222636+00:00,38726646,89732077,55,1186897,1.186897,3.0648071098127116e-08,0.12908882,300000000,ok,
45948114,2025-10-10T21:23:31.345829+00:00,26772764,54243492,49,779456,0.779456,2.9113766512863597e-08,0.08924254666666667,300000000,ok,
45948115,2025-10-10T21:23:32.446313+00:00,90405771,186709891,142,2595492,2.595492,2.8709361927791092e-08,0.30135257,300000000,ok,
45948116,2025-10-10T21:23:34.677904+00:00,33976357,68506660,58,960600,0.9606,2.8272601444586894e-08,0.11325452333333333,300000000,ok,
45948117,2025-10-10T21:23:36.203501+00:00,29034362,58685785,47,823053,0.823053,2.834754901795328e-08,0.09678120666666666,300000000,ok,
45948118,2025-10-10T21:23:37.335424+00:00,92426992,214326640,151,3438357,3.438357,3.720078870466757e-08,0.3080899733333333,300000000,ok,
45948119,2025-10-10T21:23:38.460091+00:00,40405164,78053149,73,1082832,1.082832,2.6799346736966593e-08,0.13468388,300000000,ok,
45948120,2025-10-10T21:23:39.879938+00:00,96689052,211428845,192,3006688,3.006688,3.1096467881389506e-08,0.32229684,300000000,ok,
45948121,2025-10-10T21:23:41.277138+00:00,92586459,264540172,177,3608511,3.608511,3.897450058004703e-08,0.30862153,300000000,ok,
45948122,2025-10-10T21:23:42.500447+00:00,103745792,255822147,134,3861442,3.861442,3.72202276888493e-08,0.34581930666666666,300000000,ok,
45948123,2025-10-10T21:23:43.866902+00:00,36331970,75587214,50,1064968,1.064968,2.9312145749322153e-08,0.12110656666666667,300000000,ok,
45948124,2025-10-10T21:23:45.225303+00:00,43825981,88356275,67,1453328,1.453328,3.316133414104296e-08,0.14608660333333334,300000000,ok,
45948125,2025-10-10T21:23:47.306639+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948126,2025-10-10T21:23:48.689547+00:00,25488450,50743799,49,669751,0.669751,2.627664687338775e-08,0.0849615,300000000,ok,
45948127,2025-10-10T21:23:49.751307+00:00,106519119,269143161,168,3554225,3.554225,3.336701461077612e-08,0.35506373,300000000,ok,
45948128,2025-10-10T21:23:51.848838+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948129,2025-10-10T21:23:53.548521+00:00,115578466,269893560,266,3859021,3.859021,3.3388754268463813e-08,0.38526155333333334,300000000,ok,
45948130,2025-10-10T21:23:57.832657+00:00,93448408,269802255,179,3867336,3.867336,4.138471786485651e-08,0.31149469333333335,300000000,ok,
45948131,2025-10-10T21:23:59.820418+00:00,85167050,269872535,189,4008824,4.008824,4.707012864717047e-08,0.28389016666666667,300000000,ok,
45948132,2025-10-10T21:24:01.179907+00:00,81589257,269653138,104,4280099,4.280099,5.2459100099416276e-08,0.27196419,300000000,ok,
45948133,2025-10-10T21:24:02.668224+00:00,87270968,269660712,217,3632933,3.632933,4.162819644672671e-08,0.2909032266666667,300000000,ok,
45948134,2025-10-10T21:24:04.075004+00:00,68829585,274240717,147,4675450,4.67545,6.792791210349445e-08,0.22943195,300000000,ok,
45948135,2025-10-10T21:24:08.642277+00:00,63306766,269896802,146,4171655,4.171655,6.589587912293608e-08,0.21102255333333333,300000000,ok,
45948136,2025-10-10T21:24:09.935029+00:00,1571173,3857789,1,48272,0.048272,3.07235422197301e-08,0.005237243333333333,300000000,ok,
45948137,2025-10-10T21:24:11.540401+00:00,83930629,269939092,140,4405768,4.405768,5.2492970117023666e-08,0.27976876333333334,300000000,ok,
45948138,2025-10-10T21:24:12.700974+00:00,71720915,269850237,120,4376726,4.376726,6.102440271432678e-08,0.23906971666666665,300000000,ok,
45948139,2025-10-10T21:24:15.204353+00:00,25673429,57182511,31,1022878,1.022878,3.98418925652666e-08,0.08557809666666667,300000000,ok,
45948140,2025-10-10T21:24:16.417349+00:00,6749919,17905581,15,365045,0.365045,5.408138971741735e-08,0.02249973,300000000,ok,
45948141,2025-10-10T21:24:18.096709+00:00,45612906,101920517,73,1489613,1.489613,3.265770876339253e-08,0.15204302,300000000,ok,
45948142,2025-10-10T21:24:22.223750+00:00,1534569,2996787,3,25000,0.025,1.629121922833056e-08,0.00511523,300000000,ok,
45948143,2025-10-10T21:24:23.719824+00:00,11550471,29607118,17,536822,0.536822,4.6476199974875484e-08,0.03850157,300000000,ok,
45948144,2025-10-10T21:24:24.763768+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948145,2025-10-10T21:24:26.200102+00:00,9865194,38296442,33,443713,0.443713,4.49776253766525e-08,0.03288398,300000000,ok,
45948146,2025-10-10T21:24:27.274199+00:00,5038705,9845467,11,123583,0.123583,2.4526738517138828e-08,0.016795683333333332,300000000,ok,
45948147,2025-10-10T21:24:28.198027+00:00,81246662,157654530,115,2353470,2.35347,2.8966974667833124e-08,0.2708222066666667,300000000,ok,
45948148,2025-10-10T21:24:29.383745+00:00,12647455,22407269,19,307778,0.307778,2.433517257029181e-08,0.042158183333333335,300000000,ok,
45948149,2025-10-10T21:24:30.478722+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948150,2025-10-10T21:24:31.591811+00:00,773218,880678,1,9941,0.009941,1.2856658794803019e-08,0.0025773933333333335,300000000,ok,
45948151,2025-10-10T21:24:32.641922+00:00,25394182,57477799,40,887466,0.887466,3.4947611228430196e-08,0.08464727333333333,300000000,ok,
45948152,2025-10-10T21:24:33.699068+00:00,54963090,115128977,94,2205492,2.205492,4.012678326491469e-08,0.1832103,300000000,ok,
45948153,2025-10-10T21:24:34.940453+00:00,126666562,269875938,288,4273394,4.273394,3.37373489303357e-08,0.42222187333333333,300000000,ok,
45948154,2025-10-10T21:24:37.089066+00:00,79303630,173882374,120,2515843,2.515843,3.1724184630640486e-08,0.2643454333333333,300000000,ok,
45948155,2025-10-10T21:24:38.393506+00:00,4711743,9027343,7,113917,0.113917,2.417725245201192e-08,0.01570581,300000000,ok,
45948156,2025-10-10T21:24:39.697080+00:00,13502694,69164966,25,778005,0.778005,5.76185019078415e-08,0.04500898,300000000,ok,
45948157,2025-10-10T21:24:40.674795+00:00,45615749,101527895,75,1371179,1.371179,3.005933323598392e-08,0.15205249666666668,300000000,ok,
45948158,2025-10-10T21:24:41.978125+00:00,628169,960162,2,12500,0.0125,1.9899103585181696e-08,0.002093896666666667,300000000,ok,
45948159,2025-10-10T21:24:43.060281+00:00,37398864,115380721,62,1431324,1.431324,3.827185766925969e-08,0.12466288,300000000,ok,
45948160,2025-10-10T21:24:44.071784+00:00,10599170,21463644,20,362774,0.362774,3.422664227481963e-08,0.03533056666666667,300000000,ok,
45948161,2025-10-10T21:24:45.304736+00:00,16239058,31607992,32,384828,0.384828,2.3697680000896603e-08,0.05413019333333333,300000000,ok,
45948162,2025-10-10T21:24:46.496790+00:00,48410078,100131103,81,1446184,1.446184,2.987361433294943e-08,0.16136692666666666,300000000,ok,
45948163,2025-10-10T21:24:47.547394+00:00,21216449,40186870,35,565557,0.565557,2.6656534276777418e-08,0.07072149666666666,300000000,ok,
45948164,2025-10-10T21:24:48.754543+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948165,2025-10-10T21:24:50.249448+00:00,52222225,190130524,93,2577059,2.577059,4.9347935672982144e-08,0.17407408333333332,300000000,ok,
45948166,2025-10-10T21:24:51.385693+00:00,11700121,20948025,17,248114,0.248114,2.1206105475319442e-08,0.039000403333333336,300000000,ok,
45948167,2025-10-10T21:24:52.448981+00:00,37397933,88303012,70,1280755,1.280755,3.4246678820457804e-08,0.12465977666666667,300000000,ok,
45948168,2025-10-10T21:24:53.487888+00:00,56405540,130568285,119,1789810,1.78981,3.17311030086761e-08,0.18801846666666666,300000000,ok,
45948169,2025-10-10T21:24:54.941415+00:00,56872047,117465013,92,1686078,1.686078,2.9646866763913036e-08,0.18957349,300000000,ok,
45948170,2025-10-10T21:24:59.092275+00:00,23831313,52761675,41,756768,0.756768,3.175519535998709e-08,0.07943771,300000000,ok,
45948171,2025-10-10T21:25:00.598001+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948172,2025-10-10T21:25:01.817272+00:00,108826554,269722169,277,3833880,3.83388,3.5229269503470634e-08,0.36275518,300000000,ok,
45948173,2025-10-10T21:25:04.242981+00:00,104881469,269792560,162,3960605,3.960605,3.776267664595735e-08,0.34960489666666666,300000000,ok,
45948174,2025-10-10T21:25:06.215579+00:00,65084697,135702978,102,1993995,1.993995,3.063692529750887e-08,0.21694899,300000000,ok,
45948175,2025-10-10T21:25:07.490481+00:00,108196349,273975785,223,4404901,4.404901,4.071210388069564e-08,0.36065449666666666,300000000,ok,
45948176,2025-10-10T21:25:08.916958+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948177,2025-10-10T21:25:10.372858+00:00,89270704,269972060,193,3962381,3.962381,4.438612918298482e-08,0.29756901333333335,300000000,ok,
45948178,2025-10-10T21:25:11.653077+00:00,98739567,264521374,170,3891601,3.891601,3.9412781706851115e-08,0.32913189,300000000,ok,
45948179,2025-10-10T21:25:13.535098+00:00,1157470,4516097,3,60480,0.06048,5.225189421756071e-08,0.003858233333333333,300000000,ok,
45948180,2025-10-10T21:25:15.548850+00:00,82941920,272717147,179,4056935,4.056935,4.891296222706202e-08,0.27647306666666666,300000000,ok,
45948181,2025-10-10T21:25:17.687740+00:00,81223237,225016658,124,3387883,3.387883,4.171076067800647e-08,0.2707441233333333,300000000,ok,
45948182,2025-10-10T21:25:19.344104+00:00,221760,3000000,2,33002,0.033002,1.4881854256854258e-07,0.0007392,300000000,ok,
45948183,2025-10-10T21:25:21.063221+00:00,37614608,83630749,57,1153411,1.153411,3.066391121236728e-08,0.12538202666666667,300000000,ok,
45948184,2025-10-10T21:25:22.151697+00:00,64636422,140685399,116,2078632,2.078632,3.2158834534498215e-08,0.21545474,300000000,ok,
45948185,2025-10-10T21:25:24.219336+00:00,53021437,127433024,116,2265217,2.265217,4.2722663288058376e-08,0.17673812333333333,300000000,ok,
45948186,2025-10-10T21:25:25.521849+00:00,70837905,215911040,136,3071881,3.071881,4.336493294091631e-08,0.23612635,300000000,ok,
45948187,2025-10-10T21:25:27.766588+00:00,7647278,22000000,12,330012,0.330012,4.315417851946797e-08,0.025490926666666667,300000000,ok,
45948188,2025-10-10T21:25:29.342276+00:00,4111360,12000000,4,180004,0.180004,4.378210616438356e-08,0.013704533333333333,300000000,ok,
45948189,2025-10-10T21:25:30.426828+00:00,45902596,117546393,145,1380518,1.380518,3.007494390949043e-08,0.15300865333333333,300000000,ok,
45948190,2025-10-10T21:25:31.547807+00:00,11284245,35128767,41,390437,0.390437,3.460018813841777e-08,0.03761415,300000000,ok,
45948191,2025-10-10T21:25:32.778955+00:00,9836850,14980439,13,181365,0.181365,1.843730462495616e-08,0.0327895,300000000,ok,
45948192,2025-10-10T21:25:33.886499+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948193,2025-10-10T21:25:34.992514+00:00,24218692,43521079,35,643990,0.64399,2.6590618518952222e-08,0.08072897333333333,300000000,ok,
45948194,2025-10-10T21:25:36.111399+00:00,10635216,27219337,48,300787,0.300787,2.828217123187719e-08,0.03545072,300000000,ok,
45948195,2025-10-10T21:25:37.176871+00:00,519583,612080,1,7345,0.007345,1.413633625426544e-08,0.0017319433333333333,300000000,ok,
45948196,2025-10-10T21:25:38.262299+00:00,783347,1302744,1,20844,0.020844,2.6608897461788963e-08,0.0026111566666666666,300000000,ok,
45948197,2025-10-10T21:25:39.778319+00:00,15516995,31258530,30,376037,0.376037,2.423388033572222e-08,0.051723316666666665,300000000,ok,
45948198,2025-10-10T21:25:40.844435+00:00,8743952,22228156,18,428843,0.428843,4.904452814928536e-08,0.029146506666666665,300000000,ok,
45948199,2025-10-10T21:25:42.915021+00:00,22499642,53023417,43,761541,0.761541,3.384680520694507e-08,0.07499880666666667,300000000,ok,
45948200,2025-10-10T21:25:44.131722+00:00,46208881,140899543,67,2064803,2.064803,4.4684116025229004e-08,0.15402960333333332,300000000,ok,
45948201,2025-10-10T21:25:45.181157+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948202,2025-10-10T21:25:46.232659+00:00,37447201,80084617,59,1017889,1.017889,2.7181978167073154e-08,0.12482400333333334,300000000,ok,
45948203,2025-10-10T21:25:47.473173+00:00,9550335,20091594,21,328271,0.328271,3.437272095690884e-08,0.03183445,300000000,ok,
45948204,2025-10-10T21:25:48.724892+00:00,12543119,26963297,26,380448,0.380448,3.033121187800259e-08,0.041810396666666666,300000000,ok,
45948205,2025-10-10T21:25:49.823708+00:00,6885095,15216026,25,219872,0.219872,3.1934490373771166e-08,0.022950316666666668,300000000,ok,
45948206,2025-10-10T21:25:51.018738+00:00,10831249,15342053,11,152993,0.152993,1.4125148447792125e-08,0.036104163333333335,300000000,ok,
45948207,2025-10-10T21:25:52.145424+00:00,2477002,3558800,3,43209,0.043209,1.744407150256641e-08,0.008256673333333334,300000000,ok,
45948208,2025-10-10T21:25:53.219005+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948209,2025-10-10T21:25:54.514254+00:00,66900421,142600207,121,2404812,2.404812,3.594614150484942e-08,0.22300140333333332,300000000,ok,
45948210,2025-10-10T21:25:56.617289+00:00,45147567,120505465,97,1732459,1.732459,3.837325276022072e-08,0.15049189,300000000,ok,
45948211,2025-10-10T21:25:57.794978+00:00,77141128,188785967,182,2738910,2.73891,3.55051847310296e-08,0.25713709333333334,300000000,ok,
45948212,2025-10-10T21:25:58.925835+00:00,33808781,92008762,73,1234626,1.234626,3.651790935615218e-08,0.11269593666666666,300000000,ok,
45948213,2025-10-10T21:26:00.127635+00:00,888315,1341191,3,13413,0.013413,1.5099373533037266e-08,0.00296105,300000000,ok,
45948214,2025-10-10T21:26:01.607145+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948215,2025-10-10T21:26:02.732267+00:00,78666344,207912589,167,3013682,3.013682,3.830967408374794e-08,0.2622211466666667,300000000,ok,
45948216,2025-10-10T21:26:03.889010+00:00,85914735,274971503,215,4163316,4.163316,4.8458695705690064e-08,0.28638245,300000000,ok,
45948217,2025-10-10T21:26:09.094821+00:00,109961902,269020484,158,3817596,3.817596,3.4717442410190396e-08,0.3665396733333333,300000000,ok,
45948218,2025-10-10T21:26:10.492115+00:00,31510813,73712401,42,1077578,1.077578,3.419708656834719e-08,0.10503604333333333,300000000,ok,
45948219,2025-10-10T21:26:12.048043+00:00,3252921,6974216,6,101036,0.101036,3.1060084152059026e-08,0.01084307,300000000,ok,
45948220,2025-10-10T21:26:13.218772+00:00,17110575,34227585,31,491640,0.49164,2.873310803406665e-08,0.05703525,300000000,ok,
45948221,2025-10-10T21:26:14.334895+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948222,2025-10-10T21:26:16.007223+00:00,69702937,138154228,156,1950851,1.950851,2.7988074591462338e-08,0.23234312333333335,300000000,ok,
45948223,2025-10-10T21:26:18.169227+00:00,42193308,87606346,78,1280035,1.280035,3.033739378765941e-08,0.14064436,300000000,ok,
45948224,2025-10-10T21:26:19.388955+00:00,18155731,36972742,31,523146,0.523146,2.8814372717903786e-08,0.06051910333333333,300000000,ok,
45948225,2025-10-10T21:26:20.479650+00:00,12992064,20115861,28,229171,0.229171,1.7639306579770542e-08,0.04330688,300000000,ok,
45948226,2025-10-10T21:26:21.839729+00:00,8553020,52332966,19,577069,0.577069,6.746961891823005e-08,0.028510066666666667,300000000,ok,
45948227,2025-10-10T21:26:22.948431+00:00,10289163,26625398,19,364285,0.364285,3.5404726312529016e-08,0.03429721,300000000,ok,
45948228,2025-10-10T21:26:24.049149+00:00,4123257,8561045,7,103413,0.103413,2.508041579751153e-08,0.01374419,300000000,ok,
45948229,2025-10-10T21:26:25.104286+00:00,75591938,188105938,121,2507510,2.50751,3.3171659125871334e-08,0.25197312666666666,300000000,ok,
45948230,2025-10-10T21:26:27.439001+00:00,4454606,8515006,9,106274,0.106274,2.3857104309561832e-08,0.014848686666666666,300000000,ok,
45948231,2025-10-10T21:26:28.623878+00:00,22623454,70546996,40,1046931,1.046931,4.6276355502568266e-08,0.07541151333333333,300000000,ok,
45948232,2025-10-10T21:26:29.618435+00:00,7310686,20709128,12,252997,0.252997,3.4606465111482015e-08,0.024368953333333332,300000000,ok,
45948233,2025-10-10T21:26:33.810356+00:00,26591440,52709887,49,719192,0.719192,2.7045996756851078e-08,0.08863813333333333,300000000,ok,
45948234,2025-10-10T21:26:34.986622+00:00,6703714,8273095,5,90162,0.090162,1.3449559453162828e-08,0.022345713333333333,300000000,ok,
45948235,2025-10-10T21:26:36.083672+00:00,0,0,0,0,0.0,0.0,0.0,300000000,ok,
45948236,2025-10-10T21:26:37.224776+00:00,96389894,269195211,157,3937792,3.937792,4.085274748823772e-08,0.32129964666666666,300000000,ok,
45948237,2025-10-10T21:26:38.510813+00:00,66324343,150890350,93,2273684,2.273684,3.428128945054156e-08,0.22108114333333334,300000000,ok,
45948238,2025-10-10T21:26:40.592392+00:00,4466402,11397758,5,129498,0.129498,2.899380754352161e-08,0.014888006666666667,300000000,ok,
45948239,2025-10-10T21:26:41.764474+00:00,15605143,33084460,27,567583,0.567583,3.6371534692120415e-08,0.052017143333333335,300000000,ok,
45948240,2025-10-10T21:26:42.900776+00:00,19040320,43310819,32,989822,0.989822,5.198557587267441e-08,0.06346773333333333,300000000,ok,
45948241,2025-10-10T21:26:43.975032+00:00,889508,1692852,3,16931,0.016931,1.9034117736996182e-08,0.0029650266666666667,300000000,ok,
45948242,2025-10-10T21:26:45.729734+00:00,408895,499978,1,6000,0.006,1.4673693735555582e-08,0.0013629833333333333,300000000,ok,
45948243,2025-10-10T21:26:46.742784+00:00,50845398,98768707,83,1553892,1.553892,3.056111390847998e-08,0.16948466,300000000,ok,
45948244,2025-10-10T21:26:47.963505+00:00,5000931,9543024,8,155806,0.155806,3.115539886473139e-08,0.01666977,300000000,ok,
45948245,2025-10-10T21:26:49.163896+00:00,6416406,16447501,11,219085,0.219085,3.4144503948160386e-08,0.02138802,300000000,ok,
45948246,2025-10-10T21:26:50.200885+00:00,12396328,27977410,21,444187,0.444187,3.583214319595287e-08,0.041321093333333336,300000000,ok,
45948247,2025-10-10T21:26:51.286739+00:00,4505604,9986721,10,122656,0.122656,2.7222987195501425e-08,0.01501868,300000000,ok,
45948248,2025-10-10T21:26:52.461714+00:00,7687150,14384303,11,197702,0.197702,2.5718504257104388e-08,0.025623833333333332,300000000,ok,
45948249,2025-10-10T21:26:53.707549+00:00,2898980,4123893,3,49490,0.04949,1.70715217076351e-08,0.009663266666666667,300000000,ok,
45948250,2025-10-10T21:26:54.844104+00:00,5004630,19254363,9,299521,0.299521,5.98487800296925e-08,0.0166821,300000000,ok,
45948251,2025-10-10T21:26:55.900264+00:00,5015202,7394329,9,411566,0.411566,8.20636935461423e-08,0.01671734,300000000,ok,
45948252,2025-10-10T21:26:57.584290+00:00,40902905,81686577,69,1184013,1.184013,2.8946917095497252e-08,0.13634301666666668,300000000,ok,
45948253,2025-10-10T21:26:58.718615+00:00,2783758,3735609,6,77529,0.077529,2.785048125591377e-08,0.009279193333333333,300000000,ok,
