lambda_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.29000000000000004,Spike,0.5,0.5000606348000001,0.022486994730221917,0.00012126960000014009,True
16.0,0.28,Spike,0.5,0.5000618788,0.022708515047788695,0.00012375759999994074,True
16.0,0.27,Spike,0.5,0.5000632577999999,0.022954448371697998,0.00012651559999987683,True
16.0,0.26,Spike,0.5,0.500064764,0.023223962831709532,0.00012952799999998987,True
16.0,0.25,Spike,0.5,0.5000663992,0.02351617286604886,0.0001327983999999116,True
16.0,0.24000000000000002,Spike,0.5,0.5000680102,0.02380520891785704,0.00013602040000004756,True
16.0,0.23,Spike,0.5,0.5000677622,0.023768012715381547,0.0001355244000000866,True
16.0,0.22,Spike,0.5,0.5000676746,0.023754029852198946,0.00013534920000002337,True
16.0,0.21000000000000002,Spike,0.5,0.5000677410000001,0.023763247329349712,0.0001354820000001311,True
16.0,0.2,Spike,0.5,0.5000679592,0.023795595384891708,0.00013591840000004574,True
16.0,0.19,Spike,0.5,0.5000683218,0.023850928541662788,0.000136643600000097,True
16.0,0.18000000000000002,Spike,0.5,0.5000688266,0.023929040984640847,0.00013765319999992087,True
16.0,0.17,Spike,0.5,0.500069467,0.024029678187567776,0.00013893399999997946,True
16.0,0.16,Spike,0.5,0.5000702424,0.024152512722501657,0.00014048479999995145,True
16.0,0.15000000000000002,Spike,0.5,0.500071147,0.024297164721400942,0.00014229399999998726,True
16.0,0.14,Spike,0.5,0.5000721778,0.024463222898684165,0.00014435560000003456,True
16.0,0.13,Spike,0.5,0.5000733286000001,0.024650226221768816,0.00014665720000017757,True
16.0,0.12,Spike,0.5,0.5000745994,0.02485765678716136,0.0001491987999999722,True
16.0,0.11,Spike,0.5,0.5000759850000001,0.02508499425893036,0.0001519700000001123,True
16.0,0.09999999999999999,Spike,0.5,0.500077482,0.025331675032481887,0.00015496400000003518,True
16.0,0.09,Spike,0.5,0.5000790884,0.0255971180016068,0.00015817680000007606,True
16.0,0.08,Spike,0.5,0.500079658,0.025698681854936692,0.00015931599999996493,True
16.0,0.06999999999999999,Spike,0.5,0.500079285,0.025646907458924093,0.000158569999999969,True
16.0,0.060000000000000005,Spike,0.5,0.5000790598,0.025614365643991516,0.00015811960000000624,True
16.0,0.05,Spike,0.5,0.5000789753999999,0.025601147262437784,0.00015795079999980643,True
16.0,0.04,Spike,0.5,0.5000790304,0.025607308476537676,0.0001580608000000261,True
16.0,0.03,Spike,0.5,0.5000792204,0.025632867015113758,0.0001584407999999371,True
16.0,0.02,Spike,0.5,0.5000795402,0.025677814411623423,0.00015908040000001122,True
16.0,0.01,Spike,0.5,0.5000799871999999,0.025742089292045824,0.00015997439999981822,True
15.9,0.99,Spike,0.5,0.5000001288,0.001012280115193854,2.575999999976375e-07,True
15.9,0.98,Spike,0.5,0.5000005018,0.0020232326050238438,1.003599999993554e-06,True
15.9,0.97,Spike,0.5,0.5000011138,0.0030330392247112934,2.2276000000154283e-06,True
15.9,0.9600000000000001,Spike,0.5,0.5000019556,0.00404185896290356,3.91120000009515e-06,True
15.9,0.9500000000000001,Spike,0.5,0.5000030208,0.005049835022326758,6.04160000006182e-06,True
15.9,0.9400000000000001,Spike,0.5,0.5000043014,0.006057075392713935,8.60279999992386e-06,True
15.9,0.93,Spike,0.5,0.5000057902,0.007063686023474685,1.1580400000044122e-05,True
15.9,0.92,Spike,0.5,0.5000061256,0.007265974736399696,1.2251200000035212e-05,True
15.9,0.91,Spike,0.5,0.5000064762,0.007460426779895451,1.2952400000099118e-05,True
15.9,0.9,Spike,0.5,0.5000070642000001,0.0077803353219782784,1.4128400000146257e-05,True
15.9,0.89,Spike,0.5,0.5000078832,0.00821064158778194,1.576640000000573e-05,True
15.9,0.88,Spike,0.5,0.5000089235999999,0.008734731641849913,1.7847199999865282e-05,True
15.9,0.87,Spike,0.5,0.5000101794,0.009336571435042308,2.0358800000064292e-05,True
15.9,0.86,Spike,0.5,0.5000116407999999,0.010001950307283337,2.328159999986923e-05,True
15.9,0.85,Spike,0.5,0.5000124192000001,0.01034004724213895,2.4838400000115612e-05,True
15.9,0.8400000000000001,Spike,0.5,0.5000126970000001,0.01044718134692847,2.539400000012293e-05,True
15.9,0.8300000000000001,Spike,0.5,0.5000132082000001,0.010644626454945513,2.641640000011769e-05,True
15.9,0.8200000000000001,Spike,0.5,0.5000139434,0.010927196581906282,2.7886800000098688e-05,True
15.9,0.81,Spike,0.5,0.5000148972,0.011288257493310435,2.9794400000060506e-05,True
15.9,0.8,Spike,0.5,0.5000160614,0.01172034314954723,3.212279999997847e-05,True
15.9,0.79,Spike,0.5,0.5000174316,0.012215753867601958,3.486320000001264e-05,True
15.9,0.78,Spike,0.5,0.500018998,0.012766974325496295,3.799600000009562e-05,True
15.9,0.77,Spike,0.5,0.5000193643999999,0.01288956760769869,3.872879999988754e-05,True
15.9,0.76,Spike,0.5,0.5000196997999999,0.012992517441234095,3.939959999987863e-05,True
15.9,0.75,Spike,0.5,0.5000202554,0.013164084921776235,4.0510799999893266e-05,True
15.9,0.74,Spike,0.5,0.5000210230000001,0.013401430498971172,4.2046000000128814e-05,True
15.9,0.73,Spike,0.5,0.5000219978,0.013700955237452564,4.399560000001301e-05,True
15.9,0.72,Spike,0.5,0.5000231740000001,0.014058525211598444,4.634800000014039e-05,True
15.9,0.7100000000000001,Spike,0.5,0.5000245434,0.01446969561726741,4.9086800000042174e-05,True
15.9,0.7000000000000001,Spike,0.5,0.5000260998,0.014929930089170994,5.219960000002466e-05,True
15.9,0.6900000000000001,Spike,0.5,0.5000269319999999,0.015171258964327533,5.3863999999848033e-05,True
15.9,0.68,Spike,0.5,0.500027178,0.01523423193243526,5.435599999992213e-05,True
15.9,0.67,Spike,0.5,0.500027633,0.015351919455550337,5.526599999994275e-05,True
15.9,0.66,Spike,0.5,0.5000282930000001,0.015522919625247352,5.658600000013614e-05,True
15.9,0.65,Spike,0.5,0.5000291476000001,0.015745352996919877,5.829520000011357e-05,True
15.9,0.64,Spike,0.5,0.5000301923999999,0.01601694236972704,6.0384799999813055e-05,True
15.9,0.63,Spike,0.5,0.5000314220000001,0.016335114812657568,6.284400000011736e-05,True
15.9,0.62,Spike,0.5,0.5000328314,0.016697109338715727,6.566279999997704e-05,True
15.9,0.61,Spike,0.5,0.5000344134,0.017100036677790392,6.882679999997698e-05,True
15.9,0.6,Spike,0.5,0.5000354868,0.01736991997708187,7.097359999996833e-05,True
15.9,0.59,Spike,0.5,0.5000356760000001,0.017410974474114067,7.135200000019104e-05,True
15.9,0.5800000000000001,Spike,0.5,0.5000360594,0.017495605147115217,7.211879999990956e-05,True
15.9,0.5700000000000001,Spike,0.5,0.5000366314,0.017623058725036903,7.326279999997354e-05,True
15.9,0.56,Spike,0.5,0.5000373854,0.01779229004125802,7.477079999995695e-05,True
15.9,0.55,Spike,0.5,0.5000383178,0.018002010009987305,7.663559999993019e-05,True
15.9,0.54,Spike,0.5,0.500039421,0.01825073464610078,7.884199999996788e-05,True
15.9,0.53,Spike,0.5,0.5000406938,0.018536786419921795,8.138760000009349e-05,True
15.9,0.52,Spike,0.5,0.5000421272,0.018858380941835107,8.42543999999279e-05,True
15.9,0.51,Spike,0.5,0.500043718,0.01921365183200269,8.74360000000518e-05,True
15.9,0.5,Spike,0.5,0.5000451746,0.019537679088851637,9.034919999995061e-05,True
15.9,0.49,Spike,0.5,0.5000451492,0.019532551967815535,9.029839999996625e-05,True
15.9,0.48000000000000004,Spike,0.5,0.5000453116000001,0.01956304342382611,9.062320000019497e-05,True
15.9,0.47000000000000003,Spike,0.5,0.5000456548,0.01962887763967965,9.13095999999225e-05,True
15.9,0.46,Spike,0.5,0.5000461736,0.01972959088062209,9.234720000006469e-05,True
15.9,0.45,Spike,0.5,0.5000468629999999,0.019864553720774503,9.372599999979414e-05,True
15.9,0.44,Spike,0.5,0.5000477194,0.020032976949254284,9.543880000006943e-05,True
15.9,0.43,Spike,0.5,0.5000487334,0.02023393012779296,9.746680000000119e-05,True
15.9,0.42000000000000004,Spike,0.5,0.5000499048,0.020466367568506796,9.980960000000039e-05,True
15.9,0.41000000000000003,Spike,0.5,0.5000512272,0.020729150087455343,0.00010245439999989614,True
15.9,0.4,Spike,0.5,0.500052696,0.02102104994535109,0.00010539200000003746,True
15.9,0.39,Spike,0.5,0.500054308,0.021340799367265108,0.0001086159999998948,True
15.9,0.38,Spike,0.5,0.5000560585999999,0.021687088903783056,0.00011211719999981717,True
15.9,0.37,Spike,0.5,0.5000559896,0.021677822023834205,0.00011197919999994532,True
15.9,0.36000000000000004,Spike,0.5,0.5000560136,0.02168123646230357,0.00011202719999992006,True
15.9,0.35000000000000003,Spike,0.5,0.5000562068000001,0.02171331791451977,0.00011241360000013856,True
15.9,0.34,Spike,0.5,0.5000565646,0.021773861165476315,0.00011312920000006166,True
15.9,0.33,Spike,0.5,0.5000570816,0.021862555736436834,0.00011416319999990598,True
15.9,0.32,Spike,0.5,0.5000577521999999,0.021978978215337338,0.00011550439999985507,True
15.9,0.31,Spike,0.5,0.5000585734,0.022122624968436984,0.0001171468000000786,True
15.9,0.3,Spike,0.5,0.5000595402,0.0222928909704764,0.00011908039999997122,True
15.9,0.29000000000000004,Spike,0.5,0.5000606466,0.022489107936235757,0.00012129320000009436,True
15.9,0.28,Spike,0.5,0.5000618914,0.02271053122352925,0.0001237828000000274,True
15.9,0.27,Spike,0.5,0.5000632696,0.022956367506056584,0.00012653920000005314,True
15.9,0.26,Spike,0.5,0.5000647762,0.02322577687587675,0.00012955240000001034,True
15.9,0.25,Spike,0.5,0.5000664088,0.023517882474953046,0.0001328175999999459,True
15.9,0.24000000000000002,Spike,0.5,0.5000680206,0.023806956958983754,0.0001360411999999922,True
15.9,0.23,Spike,0.5,0.5000677726,0.023769655984014766,0.00013554520000003123,True
15.9,0.22,Spike,0.5,0.5000676848,0.02375556558199095,0.00013536959999993492,True
15.9,0.21000000000000002,Spike,0.5,0.5000677506,0.02376467659957476,0.00013550119999994337,True
15.9,0.2,Spike,0.5,0.5000679678000001,0.02379691282961736,0.0001359356000001366,True
15.9,0.19,Spike,0.5,0.5000683298,0.023852134895745683,0.0001366596000000886,True
15.9,0.18000000000000002,Spike,0.5,0.5000688336,0.02393014758261587,0.00013766719999996901,True
15.9,0.17,Spike,0.5,0.5000694746000001,0.024030676041042885,0.0001389492000001269,True
15.9,0.16,Spike,0.5,0.5000702488,0.02415340322644373,0.0001404975999999003,True
15.9,0.15000000000000002,Spike,0.5,0.5000711524,0.02429796765942473,0.00014230479999999268,True
15.9,0.14,Spike,0.5,0.5000721819999999,0.024463926888924462,0.0001443639999998414,True
15.9,0.13,Spike,0.5,0.5000733328,0.024650831011354447,0.0001466655999999844,True
15.9,0.12,Spike,0.5,0.5000746032,0.024858179650949132,0.0001492063999999349,True
15.9,0.11,Spike,0.5,0.5000759878,0.025085434739825985,0.0001519755999999095,True
15.9,0.09999999999999999,Spike,0.5,0.5000774849999999,0.02533204108045057,0.0001549699999998655,True
15.9,0.09,Spike,0.5,0.5000790906,0.025597416145686634,0.00015818119999999602,True
15.9,0.08,Spike,0.5,0.5000796586,0.02569897054591623,0.00015931720000006422,True
15.9,0.06999999999999999,Spike,0.5,0.5000792868,0.025647127344799337,0.00015857360000004483,True
15.9,0.060000000000000005,Spike,0.5,0.5000790602,0.0256145241288267,0.00015812040000007244,True
15.9,0.05,Spike,0.5,0.5000789762000001,0.02560125426344588,0.00015795240000016086,True
15.9,0.04,Spike,0.5,0.5000790306,0.025607379120791546,0.0001580612000000592,True
15.9,0.03,Spike,0.5,0.5000792208,0.025632906211778245,0.0001584416000000033,True
15.9,0.02,Spike,0.5,0.5000795398,0.025677836027006285,0.00015907959999994503,True
15.9,0.01,Spike,0.5,0.5000799880000001,0.025742089578125273,0.00015997600000017265,True
15.8,0.99,Spike,0.5,0.5000001278,0.0010122921413026121,2.5560000005420136e-07,True
15.8,0.98,Spike,0.5,0.5000005024,0.0020232648320252945,1.0048000000928425e-06,True
15.8,0.97,Spike,0.5,0.5000011158000001,0.00303309931652149,2.2316000001243452e-06,True
15.8,0.9600000000000001,Spike,0.5,0.5000019574,0.004041954461292046,3.914799999948926e-06,True
15.8,0.9500000000000001,Spike,0.5,0.5000030221999999,0.0050499682201685285,6.0443999998494036e-06,True
15.8,0.9400000000000001,Spike,0.5,0.500004302,0.006057249521750754,8.604000000023149e-06,True
15.8,0.93,Spike,0.5,0.5000057894,0.007063901477361077,1.1578799999911737e-05,True
15.8,0.92,Spike,0.5,0.5000061242,0.007266359759604912,1.2248400000025583e-05,True
15.8,0.91,Spike,0.5,0.5000064766,0.00746097505383869,1.2953199999943266e-05,True
15.8,0.9,Spike,0.5,0.500007067,0.007781020366385081,1.413399999994347e-05,True
15.8,0.89,Spike,0.5,0.500007885,0.008211440824402104,1.5770000000081552e-05,True
15.8,0.88,Spike,0.5,0.5000089248,0.008735620482701188,1.784960000006386e-05,True
15.8,0.87,Spike,0.5,0.5000101794,0.009337531992917583,2.0358800000064292e-05,True
15.8,0.86,Spike,0.5,0.500011644,0.010002967981281901,2.3287999999954678e-05,True
15.8,0.85,Spike,0.5,0.500012421,0.010341167638510873,2.484199999996939e-05,True
15.8,0.8400000000000001,Spike,0.5,0.5000127007999999,0.010448435778992226,2.5401599999863578e-05,True
15.8,0.8300000000000001,Spike,0.5,0.5000132110000001,0.010645999389774565,2.6422000000136947e-05,True
15.8,0.8200000000000001,Spike,0.5,0.5000139472,0.01092866840967617,2.789440000006138e-05,True
15.8,0.81,Spike,0.5,0.5000149008,0.011289810158405762,2.9801599999990103e-05,True
15.8,0.8,Spike,0.5,0.5000160666,0.011721960288192586,3.213319999995079e-05,True
15.8,0.79,Spike,0.5,0.5000174358,0.012217423491621839,3.4871600000041525e-05,True
15.8,0.78,Spike,0.5,0.500019002,0.012768681462157806,3.800400000009141e-05,True
15.8,0.77,Spike,0.5,0.50001937,0.012891386369479639,3.8739999999926056e-05,True
15.8,0.76,Spike,0.5,0.500019706,0.012994446485443565,3.9412000000016434e-05,True
15.8,0.75,Spike,0.5,0.5000202605999999,0.013166112485570073,4.052119999986559e-05,True
15.8,0.74,Spike,0.5,0.5000210294,0.01340353786180269,4.205880000007767e-05,True
15.8,0.73,Spike,0.5,0.5000220054,0.01370312528048479,4.40107999999384e-05,True
15.8,0.72,Spike,0.5,0.5000231804,0.01406074938708891,4.636080000008924e-05,True
15.8,0.7100000000000001,Spike,0.5,0.5000245514,0.014471959381072888,4.910280000003375e-05,True
15.8,0.7000000000000001,Spike,0.5,0.5000261074,0.01493221789949989,5.2214799999950046e-05,True
15.8,0.6900000000000001,Spike,0.5,0.5000269420000001,0.015173609333203334,5.388400000017057e-05,True
15.8,0.68,Spike,0.5,0.5000271882,0.015236675029400971,5.4376400000055725e-05,True
15.8,0.67,Spike,0.5,0.5000276448000001,0.015354448253625646,5.5289600000119066e-05,True
15.8,0.66,Spike,0.5,0.5000283036,0.015525515538891992,5.660719999989183e-05,True
15.8,0.65,Spike,0.5,0.5000291588,0.01574800311978743,5.831759999996855e-05,True
15.8,0.64,Spike,0.5,0.5000302036000001,0.01601963531089412,6.040720000011213e-05,True
15.8,0.63,Spike,0.5,0.500031435,0.01633783488155938,6.287000000004817e-05,True
15.8,0.62,Spike,0.5,0.500032843,0.01669984778286153,6.568599999989821e-05,True
15.8,0.61,Spike,0.5,0.500034426,0.017102779607542886,6.885200000006364e-05,True
15.8,0.6,Spike,0.5,0.5000355002,0.017372694186862957,7.100039999996532e-05,True
15.8,0.59,Spike,0.5,0.500035688,0.017413825988040775,7.137599999995636e-05,True
15.8,0.5800000000000001,Spike,0.5,0.500036071,0.017498514159011148,7.214200000005278e-05,True
15.8,0.5700000000000001,Spike,0.5,0.500036644,0.017626010314600014,7.32880000000602e-05,True
15.8,0.56,Spike,0.5,0.5000373983999999,0.01779527392952755,7.479679999988775e-05,True
15.8,0.55,Spike,0.5,0.5000383310000001,0.018005025376633094,7.666200000011614e-05,True
15.8,0.54,Spike,0.5,0.5000394366,0.01825375281735687,7.887320000010689e-05,True
15.8,0.53,Spike,0.5,0.500040708,0.018539808575903427,8.141600000000082e-05,True
15.8,0.52,Spike,0.5,0.5000421420000001,0.018861393693877744,8.428400000015657e-05,True
15.8,0.51,Spike,0.5,0.5000437328,0.019216647983655986,8.746560000005843e-05,True
15.8,0.5,Spike,0.5,0.5000451901999999,0.019540655491355207,9.038039999986758e-05,True
15.8,0.49,Spike,0.5,0.500045165,0.019535564835572682,9.032999999991631e-05,True
15.8,0.48000000000000004,Spike,0.5,0.5000453274,0.019566091014664323,9.065479999992299e-05,True
15.8,0.47000000000000003,Spike,0.5,0.5000456710000001,0.019631940880526978,9.13420000001608e-05,True
15.8,0.46,Spike,0.5,0.5000461906,0.019732658233731853,9.238119999999128e-05,True
15.8,0.45,Spike,0.5,0.500046879,0.01986762390705797,9.375799999999934e-05,True
15.8,0.44,Spike,0.5,0.500047735,0.020036028789166355,9.54699999999864e-05,True
15.8,0.43,Spike,0.5,0.50004875,0.020236951030184847,9.750000000008363e-05,True
15.8,0.42000000000000004,Spike,0.5,0.5000499204,0.020469357223701336,9.984079999991735e-05,True
15.8,0.41000000000000003,Spike,0.5,0.5000512424000001,0.020732088619783345,0.000102484800000191,True
15.8,0.4,Spike,0.5,0.5000527114000001,0.021023937030997947,0.00010542280000014337,True
15.8,0.39,Spike,0.5,0.5000543228000001,0.021343623514425692,0.00010864560000012347,True
15.8,0.38,Spike,0.5,0.5000560734,0.02168984695678174,0.00011214680000004584,True
15.8,0.37,Spike,0.5,0.500056006,0.02168052860194271,0.00011201199999999467,True
15.8,0.36000000000000004,Spike,0.5,0.5000560308,0.021683888515837857,0.00011206160000010179,True
15.8,0.35000000000000003,Spike,0.5,0.5000562218,0.021715919862978498,0.00011244359999995623,True
15.8,0.34,Spike,0.5,0.5000565798,0.0217763948355562,0.00011315959999991243,True
15.8,0.33,Spike,0.5,0.5000570950000001,0.021865018688014434,0.00011419000000012502,True
15.8,0.32,Spike,0.5,0.500057767,0.021981364392185017,0.00011553400000008374,True
15.8,0.31,Spike,0.5,0.5000585874000001,0.02212492778719693,0.00011717480000017488,True
15.8,0.3,Spike,0.5,0.5000595528,0.02229511074797937,0.00011910560000005788,True
15.8,0.29000000000000004,Spike,0.5,0.5000606596,0.022491231677207,0.00012131920000002516,True
15.8,0.28,Spike,0.5,0.5000619037999999,0.02271255530783509,0.0001238075999998589,True
15.8,0.27,Spike,0.5,0.5000632819999999,0.02295829163341691,0.00012656399999988466,True
15.8,0.26,Spike,0.5,0.5000647880000001,0.02322760046723184,0.00012957600000018665,True
15.8,0.25,Spike,0.5,0.5000664206,0.02351960104903986,0.00013284119999990018,True
15.8,0.24000000000000002,Spike,0.5,0.5000680326,0.02380871525348525,0.00013606519999997957,True
15.8,0.23,Spike,0.5,0.5000677837999999,0.02377130066090789,0.0001355675999998862,True
15.8,0.22,Spike,0.5,0.5000676944,0.023757106914900263,0.00013538879999996922,True
15.8,0.21000000000000002,Spike,0.5,0.5000677595999999,0.02376610526215169,0.00013551919999987838,True
15.8,0.2,Spike,0.5,0.5000679762,0.023798236371153827,0.00013595239999997233,True
15.8,0.19,Spike,0.5,0.5000683377999999,0.0238533539551878,0.00013667559999985812,True
15.8,0.18000000000000002,Spike,0.5,0.5000688398,0.02393125573277603,0.00013767960000010682,True
15.8,0.17,Spike,0.5,0.5000694806,0.02403167929516314,0.00013896120000000955,True
15.8,0.16,Spike,0.5,0.5000702553999999,0.02415430470466339,0.00014051079999988225,True
15.8,0.15000000000000002,Spike,0.5,0.5000711578,0.02429876088168646,0.0001423155999999981,True
15.8,0.14,Spike,0.5,0.5000721864000001,0.0244646329359791,0.00014437280000012542,True
15.8,0.13,Spike,0.5,0.5000733376000001,0.02465144447086471,0.00014667520000011258,True
15.8,0.12,Spike,0.5,0.5000746068,0.024858700411973033,0.00014921360000008654,True
15.8,0.11,Spike,0.5,0.5000759908,0.02508587848051854,0.00015198159999996186,True
15.8,0.09999999999999999,Spike,0.5,0.5000774875999999,0.025332406824914108,0.00015497519999985165,True
15.8,0.09,Spike,0.5,0.5000790924,0.025597713004713456,0.00015818480000007185,True
15.8,0.08,Spike,0.5,0.500079662,0.025699250526458554,0.00015932399999996072,True
15.8,0.06999999999999999,Spike,0.5,0.5000792882,0.025647343403297544,0.00015857640000005446,True
15.8,0.060000000000000005,Spike,0.5,0.5000790613999999,0.025614684426486376,0.00015812279999982692,True
15.8,0.05,Spike,0.5,0.5000789762000001,0.02560136878170253,0.00015795240000016086,True
15.8,0.04,Spike,0.5,0.5000790310000001,0.025607452020508317,0.00015806200000012538,True
15.8,0.03,Spike,0.5,0.5000792202000001,0.025632947658855945,0.00015844040000012605,True
15.8,0.02,Spike,0.5,0.5000795404,0.02567784780297458,0.00015908080000004432,True
15.8,0.01,Spike,0.5,0.5000799878,0.025742096700598415,0.0001599755999999175,True
15.700000000000001,0.99,Spike,0.5,0.50000013,0.001012303542813398,2.599999999741698e-07,True
