lambda_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.35000000000000003,Bimodal,0.5,0.5000557259999999,0.021631434103082377,0.00011145199999984534,True
16.0,0.34,Bimodal,0.5,0.5000556802,0.021622991137025198,0.00011136040000003788,True
16.0,0.33,Bimodal,0.5,0.5000558206,0.021646208483324658,0.0001116411999999567,True
16.0,0.32,Bimodal,0.5,0.5000561455999999,0.02170099943175125,0.0001122911999997811,True
16.0,0.31,Bimodal,0.5,0.5000566482000001,0.021787170400785216,0.00011329640000012908,True
16.0,0.3,Bimodal,0.5,0.500057326,0.02190437520363309,0.00011465199999993736,True
16.0,0.29000000000000004,Bimodal,0.5,0.5000581714,0.02205215282198178,0.00011634279999994668,True
16.0,0.28,Bimodal,0.5,0.5000591792,0.02222994179573882,0.00011835839999996267,True
16.0,0.27,Bimodal,0.5,0.5000603482,0.022437054890760304,0.00012069640000000881,True
16.0,0.26,Bimodal,0.5,0.5000616708,0.022672716999690555,0.00012334159999993766,True
16.0,0.25,Bimodal,0.5,0.5000631468,0.022936103611115425,0.00012629359999993817,True
16.0,0.24000000000000002,Bimodal,0.5,0.5000647683999999,0.023226298493567676,0.0001295367999998298,True
16.0,0.23,Bimodal,0.5,0.500066534,0.023542345562015614,0.00013306800000001395,True
16.0,0.22,Bimodal,0.5,0.5000677286,0.02375995594765843,0.00013545720000007755,True
16.0,0.21000000000000002,Bimodal,0.5,0.50006747,0.02372103101265121,0.0001349399999999168,True
16.0,0.2,Bimodal,0.5,0.500067396,0.023709078260033056,0.00013479200000010572,True
16.0,0.19,Bimodal,0.5,0.500067502,0.023724207075842843,0.00013500400000010515,True
16.0,0.18000000000000002,Bimodal,0.5,0.5000677834,0.023766437450857155,0.00013556680000004206,True
16.0,0.17,Bimodal,0.5,0.5000682356,0.02383568878437663,0.00013647120000004342,True
16.0,0.16,Bimodal,0.5,0.5000688526,0.023931808338246003,0.00013770520000000452,True
16.0,0.15000000000000002,Bimodal,0.5,0.5000696304,0.024054538735601486,0.00013926079999992957,True
16.0,0.14,Bimodal,0.5,0.500070564,0.024203564616905853,0.0001411280000001014,True
16.0,0.13,Bimodal,0.5,0.5000716514,0.024378464901040512,0.00014330279999996698,True
16.0,0.12,Bimodal,0.5,0.5000728868000001,0.02457876833105597,0.00014577360000012085,True
16.0,0.11,Bimodal,0.5,0.5000742658,0.024803948689885495,0.00014853160000005694,True
16.0,0.09999999999999999,Bimodal,0.5,0.5000757868000001,0.025053405498948935,0.0001515736000001766,True
16.0,0.09,Bimodal,0.5,0.5000774448,0.025326501006131815,0.00015488960000009655,True
16.0,0.08,Bimodal,0.5,0.5000792346,0.025622574932024147,0.00015846920000006648,True
16.0,0.06999999999999999,Bimodal,0.5,0.5000794282,0.025665274951968017,0.00015885639999990708,True
16.0,0.060000000000000005,Bimodal,0.5,0.500079069,0.025615164836185537,0.00015813799999997435,True
16.0,0.05,Bimodal,0.5,0.5000788906,0.02558913616317962,0.00015778119999998452,True
16.0,0.04,Bimodal,0.5,0.5000788906,0.025587400540928732,0.00015778119999998452,True
16.0,0.03,Bimodal,0.5,0.5000790616,0.025610124041317878,0.00015812320000008206,True
16.0,0.02,Bimodal,0.5,0.5000793984,0.0256573982259079,0.00015879680000008278,True
16.0,0.01,Bimodal,0.5,0.500079899,0.025729233214271233,0.0001597980000000998,True
15.9,0.99,Bimodal,0.5,0.5000001262,0.0010013778998026674,2.524000000114768e-07,True
15.9,0.98,Bimodal,0.5,0.5000004916,0.0020028346845619026,9.832000000820074e-07,True
15.9,0.97,Bimodal,0.5,0.500001092,0.003004387012387059,2.183999999960662e-06,True
15.9,0.9600000000000001,Bimodal,0.5,0.5000019207999999,0.004006044966919712,3.841599999887535e-06,True
15.9,0.9500000000000001,Bimodal,0.5,0.500002968,0.005007817843061571,5.935999999984176e-06,True
15.9,0.9400000000000001,Bimodal,0.5,0.500004229,0.006009709268180668,8.457999999933463e-06,True
15.9,0.93,Bimodal,0.5,0.5000056968,0.007011722680986519,1.1393599999909299e-05,True
15.9,0.92,Bimodal,0.5,0.5000060274,0.007213121509958966,1.2054799999994259e-05,True
15.9,0.91,Bimodal,0.5,0.5000063734,0.007406176243925313,1.2746799999963088e-05,True
15.9,0.9,Bimodal,0.5,0.5000069546,0.007724023037829225,1.3909199999995181e-05,True
15.9,0.89,Bimodal,0.5,0.500007761,0.008151999093530569,1.5521999999990044e-05,True
15.9,0.88,Bimodal,0.5,0.5000087878,0.008673763713369314,1.7575600000041547e-05,True
15.9,0.87,Bimodal,0.5,0.5000100286,0.009273453311957084,2.0057199999978792e-05,True
15.9,0.86,Bimodal,0.5,0.5000114752,0.009936938607859274,2.295039999999915e-05,True
15.9,0.85,Bimodal,0.5,0.500012194,0.010254618549623562,2.43879999999308e-05,True
15.9,0.8400000000000001,Bimodal,0.5,0.50001238,0.010326460066775166,2.476000000006806e-05,True
15.9,0.8300000000000001,Bimodal,0.5,0.5000128008,0.010490385674370545,2.560159999998035e-05,True
15.9,0.8200000000000001,Bimodal,0.5,0.500013449,0.010742088931484482,2.6897999999997424e-05,True
15.9,0.81,Bimodal,0.5,0.5000143184000001,0.011075509287785291,2.863680000020352e-05,True
15.9,0.8,Bimodal,0.5,0.5000154024,0.01148345935807847,3.080479999995056e-05,True
15.9,0.79,Bimodal,0.5,0.5000166942,0.011958249484319693,3.338839999988963e-05,True
15.9,0.78,Bimodal,0.5,0.5000181858,0.012492199391476493,3.637160000002915e-05,True
15.9,0.77,Bimodal,0.5,0.5000190381999999,0.012791037374465129,3.807639999986456e-05,True
15.9,0.76,Bimodal,0.5,0.5000191871999999,0.01283634401589857,3.837439999987424e-05,True
15.9,0.75,Bimodal,0.5,0.5000195627999999,0.012952723846120666,3.912559999985632e-05,True
15.9,0.74,Bimodal,0.5,0.5000201602000001,0.013138207420991015,4.032040000012671e-05,True
15.9,0.73,Bimodal,0.5,0.500020971,0.013389842778617165,4.194199999996151e-05,True
15.9,0.72,Bimodal,0.5,0.5000219894,0.01370391949972046,4.397879999995524e-05,True
15.9,0.7100000000000001,Bimodal,0.5,0.50002321,0.014076194279356122,4.642000000010249e-05,True
15.9,0.7000000000000001,Bimodal,0.5,0.5000246268,0.014502131430156233,4.92536000000765e-05,True
15.9,0.6900000000000001,Bimodal,0.5,0.5000262312,0.014977096809085277,5.246240000000846e-05,True
15.9,0.68,Bimodal,0.5,0.500026641,0.015097545850934292,5.328200000009886e-05,True
15.9,0.67,Bimodal,0.5,0.5000267874000001,0.015135337817847781,5.357480000012238e-05,True
15.9,0.66,Bimodal,0.5,0.5000271544,0.01522976122322159,5.430880000001359e-05,True
15.9,0.65,Bimodal,0.5,0.5000277302,0.015379718554706143,5.5460400000040266e-05,True
15.9,0.64,Bimodal,0.5,0.5000285130000001,0.015583550415336692,5.7026000000126587e-05,True
15.9,0.63,Bimodal,0.5,0.5000294923999999,0.015839135359145315,5.898479999988382e-05,True
15.9,0.62,Bimodal,0.5,0.5000306642,0.016143965851937503,6.132839999994921e-05,True
15.9,0.61,Bimodal,0.5,0.5000320246000001,0.016495272375530615,6.404920000013803e-05,True
15.9,0.6,Bimodal,0.5,0.500033565,0.016890120314403387,6.712999999991531e-05,True
15.9,0.59,Bimodal,0.5,0.5000352736,0.017323310621948793,7.054719999999293e-05,True
15.9,0.5800000000000001,Bimodal,0.5,0.5000352198000001,0.017311574525582556,7.043960000019389e-05,True
15.9,0.5700000000000001,Bimodal,0.5,0.5000353792,0.017345906486112863,7.075839999992617e-05,True
15.9,0.56,Bimodal,0.5,0.5000357414,0.017426012517216212,7.148279999991125e-05,True
15.9,0.55,Bimodal,0.5,0.5000363032,0.017551221325642102,7.260640000006369e-05,True
15.9,0.54,Bimodal,0.5,0.5000370576000001,0.017720554642336923,7.411520000011329e-05,True
15.9,0.53,Bimodal,0.5,0.5000380002,0.017932741257655028,7.600039999999808e-05,True
15.9,0.52,Bimodal,0.5,0.5000391224,0.018186248910726666,7.824480000007128e-05,True
15.9,0.51,Bimodal,0.5,0.5000404227999999,0.018479371566964664,8.084559999987917e-05,True
15.9,0.5,Bimodal,0.5,0.5000418952,0.018810234019623243,8.379039999995008e-05,True
15.9,0.49,Bimodal,0.5,0.500043535,0.019176866129878668,8.70699999999669e-05,True
15.9,0.48000000000000004,Bimodal,0.5,0.5000449776,0.019499084665513325,8.995519999999146e-05,True
15.9,0.47000000000000003,Bimodal,0.5,0.5000448646,0.019477339419131056,8.972919999994389e-05,True
15.9,0.46,Bimodal,0.5,0.500044953,0.019493523078017213,8.990599999991744e-05,True
15.9,0.45,Bimodal,0.5,0.5000452358,0.019547540544407764,9.047160000008603e-05,True
15.9,0.44,Bimodal,0.5,0.5000457092,0.019639066811732234,9.141840000004287e-05,True
15.9,0.43,Bimodal,0.5,0.5000463668,0.0197675854640488,9.273360000006114e-05,True
15.9,0.42000000000000004,Bimodal,0.5,0.5000472034000001,0.019932385313887767,9.440680000016854e-05,True
15.9,0.41000000000000003,Bimodal,0.5,0.500048215,0.02013256242716142,9.642999999992519e-05,True
15.9,0.4,Bimodal,0.5,0.500049395,0.020367091526460632,9.879000000001525e-05,True
15.9,0.39,Bimodal,0.5,0.5000507397999999,0.020634804217978874,0.00010147959999984302,True
15.9,0.38,Bimodal,0.5,0.5000522452,0.020934431891522665,0.00010449040000004572,True
15.9,0.37,Bimodal,0.5,0.5000539084,0.02126462646461831,0.00010781679999993798,True
15.9,0.36000000000000004,Bimodal,0.5,0.5000557238,0.02162400604324243,0.00011144759999992537,True
15.9,0.35000000000000003,Bimodal,0.5,0.5000557406,0.02163400615146774,0.00011148120000004091,True
15.9,0.34,Bimodal,0.5,0.5000556944,0.021625385034810114,0.00011138879999994522,True
15.9,0.33,Bimodal,0.5,0.5000558342,0.021648423086339002,0.00011166839999998679,True
15.9,0.32,Bimodal,0.5,0.5000561584,0.02170304890536966,0.00011231679999990085,True
15.9,0.31,Bimodal,0.5,0.5000566596,0.021789059501890466,0.00011331920000001716,True
15.9,0.3,Bimodal,0.5,0.5000573362,0.02190611287186754,0.00011467240000007095,True
15.9,0.29000000000000004,Bimodal,0.5,0.5000581801999999,0.02205375038573129,0.0001163603999998486,True
15.9,0.28,Bimodal,0.5,0.5000591884,0.02223140153180899,0.00011837679999993078,True
15.9,0.27,Bimodal,0.5,0.5000603570000001,0.02243838188597126,0.00012071400000013277,True
15.9,0.26,Bimodal,0.5,0.5000616798,0.022673930701975067,0.00012335960000009472,True
15.9,0.25,Bimodal,0.5,0.5000631538,0.022937198624982474,0.0001263075999999863,True
15.9,0.24000000000000002,Bimodal,0.5,0.5000647752,0.023227281530194654,0.0001295504000000669,True
15.9,0.23,Bimodal,0.5,0.50006654,0.023543235949635217,0.00013307999999989661,True
15.9,0.22,Bimodal,0.5,0.5000677404,0.023761647109703504,0.00013548080000003182,True
15.9,0.21000000000000002,Bimodal,0.5,0.5000674804,0.023722553438041614,0.00013496080000008348,True
15.9,0.2,Bimodal,0.5,0.5000674052,0.023710441257495357,0.00013481040000007383,True
15.9,0.19,Bimodal,0.5,0.5000675104,0.023725422061465856,0.00013502079999994088,True
15.9,0.18000000000000002,Bimodal,0.5,0.500067792,0.023767507417196722,0.0001355839999999109,True
15.9,0.17,Bimodal,0.5,0.5000682399999999,0.023836635464730666,0.00013647999999988336,True
15.9,0.16,Bimodal,0.5,0.5000688572,0.023932630721369877,0.0001377144000000996,True
15.9,0.15000000000000002,Bimodal,0.5,0.5000696352,0.024055249426316774,0.00013927040000005775,True
15.9,0.14,Bimodal,0.5,0.500070568,0.024204168280215772,0.00014113600000009718,True
15.9,0.13,Bimodal,0.5,0.5000716552,0.024378971779394576,0.00014331039999992967,True
15.9,0.12,Bimodal,0.5,0.5000728896000001,0.024579194877602847,0.0001457792000001401,True
15.9,0.11,Bimodal,0.5,0.5000742684,0.02480429793912361,0.0001485368000000431,True
15.9,0.09999999999999999,Bimodal,0.5,0.5000757894000001,0.02505368350550646,0.00015157880000016277,True
15.9,0.09,Bimodal,0.5,0.5000774461999999,0.02532672583996321,0.00015489239999988413,True
15.9,0.08,Bimodal,0.5,0.5000792359999999,0.025622744738397756,0.00015847199999985406,True
15.9,0.06999999999999999,Bimodal,0.5,0.5000794302,0.02566553105409638,0.000158860400000016,True
15.9,0.060000000000000005,Bimodal,0.5,0.500079069,0.02561535280878526,0.00015813799999997435,True
15.9,0.05,Bimodal,0.5,0.5000788918,0.025589259537994322,0.00015778359999996106,True
15.9,0.04,Bimodal,0.5,0.5000788894,0.02558748929258256,0.000157778800000008,True
15.9,0.03,Bimodal,0.5,0.500079061,0.025610169203193527,0.00015812199999998278,True
15.9,0.02,Bimodal,0.5,0.5000793994,0.025657406802478015,0.00015879880000002622,True
15.9,0.01,Bimodal,0.5,0.5000798992,0.025729235919304674,0.00015979839999991086,True
15.8,0.99,Bimodal,0.5,0.5000001266,0.0010013982086297577,2.532000000776691e-07,True
15.8,0.98,Bimodal,0.5,0.5000004924,0.0020028794036395067,9.847999999923474e-07,True
15.8,0.97,Bimodal,0.5,0.5000010948,0.00300445667217751,2.1895999999799187e-06,True
15.8,0.9600000000000001,Bimodal,0.5,0.5000019201999999,0.004006144875960603,3.8403999997882465e-06,True
15.8,0.9500000000000001,Bimodal,0.5,0.5000029685999999,0.005007945843430037,5.93719999986142e-06,True
15.8,0.9400000000000001,Bimodal,0.5,0.5000042290000001,0.0060098672682410694,8.458000000155508e-06,True
15.8,0.93,Bimodal,0.5,0.5000056968,0.007011910695865365,1.1393599999909299e-05,True
15.8,0.92,Bimodal,0.5,0.5000060278,0.007213405688033301,1.2055600000060451e-05,True
15.8,0.91,Bimodal,0.5,0.5000063742,0.007406559561191758,1.2748400000095472e-05,True
15.8,0.9,Bimodal,0.5,0.5000069554,0.007724492294801861,1.3910799999905521e-05,True
15.8,0.89,Bimodal,0.5,0.5000077624,0.008152544160322189,1.5524799999999672e-05,True
15.8,0.88,Bimodal,0.5,0.5000087894,0.008674370768089874,1.757880000008427e-05,True
15.8,0.87,Bimodal,0.5,0.5000100294,0.009274114676622383,2.0058799999889132e-05,True
15.8,0.86,Bimodal,0.5,0.5000114754,0.009937646114058021,2.2950800000032245e-05,True
15.8,0.85,Bimodal,0.5,0.500012196,0.010255403906304243,2.4392000000039715e-05,True
15.8,0.8400000000000001,Bimodal,0.5,0.5000123824,0.010327350055343498,2.4764800000021125e-05,True
15.8,0.8300000000000001,Bimodal,0.5,0.5000128026,0.010491367751475142,2.5605200000056172e-05,True
15.8,0.8200000000000001,Bimodal,0.5,0.5000134506,0.0107431568011628,2.690120000004015e-05,True
15.8,0.81,Bimodal,0.5,0.5000143208,0.01107664989456942,2.864159999993454e-05,True
15.8,0.8,Bimodal,0.5,0.5000154064000001,0.011484661398174749,3.0812800000168394e-05,True
15.8,0.79,Bimodal,0.5,0.5000166976,0.011959507667930403,3.3395200000008174e-05,True
15.8,0.78,Bimodal,0.5,0.5000181898,0.01249350339056143,3.6379600000024936e-05,True
15.8,0.77,Bimodal,0.5,0.5000190426,0.012792370384725311,3.8085199999926544e-05,True
15.8,0.76,Bimodal,0.5,0.5000191909999999,0.01283768891317457,3.8381999999836935e-05,True
15.8,0.75,Bimodal,0.5,0.5000195668,0.012954082436895874,3.9133600000074154e-05,True
15.8,0.74,Bimodal,0.5,0.5000201638,0.013139574031242949,4.032760000005631e-05,True
15.8,0.73,Bimodal,0.5,0.5000209758,0.013391217158444234,4.1951600000089684e-05,True
15.8,0.72,Bimodal,0.5,0.500021994,0.013705295528468858,4.398800000005032e-05,True
15.8,0.7100000000000001,Bimodal,0.5,0.5000232146,0.014077577688937271,4.642919999997552e-05,True
15.8,0.7000000000000001,Bimodal,0.5,0.5000246312000001,0.014503512192140501,4.9262400000138484e-05,True
15.8,0.6900000000000001,Bimodal,0.5,0.5000262382,0.014978478515937164,5.24764000000566e-05,True
15.8,0.68,Bimodal,0.5,0.5000266480000001,0.015099495653441333,5.3296000000147004e-05,True
15.8,0.67,Bimodal,0.5,0.5000267952,0.015137223100988466,5.359040000008086e-05,True
15.8,0.66,Bimodal,0.5,0.5000271624,0.015231583663171858,5.432480000000517e-05,True
15.8,0.65,Bimodal,0.5,0.5000277382,0.015381481182107653,5.5476400000031845e-05,True
15.8,0.64,Bimodal,0.5,0.5000285202,0.015585254310789361,5.704039999998578e-05,True
15.8,0.63,Bimodal,0.5,0.5000294994,0.015840782921039916,5.899879999993196e-05,True
15.8,0.62,Bimodal,0.5,0.5000306717999999,0.016145551995380394,6.13435999998746e-05,True
15.8,0.61,Bimodal,0.5,0.5000320316,0.016496811172889633,6.406319999996413e-05,True
15.8,0.6,Bimodal,0.5,0.5000335722,0.016891606957453995,6.714439999999655e-05,True
15.8,0.59,Bimodal,0.5,0.5000352858,0.01732588182682584,7.057160000001339e-05,True
15.8,0.5800000000000001,Bimodal,0.5,0.5000352308,0.017314017006556045,7.046160000001578e-05,True
15.8,0.5700000000000001,Bimodal,0.5,0.5000353886,0.01734822874176166,7.077719999992738e-05,True
15.8,0.56,Bimodal,0.5,0.5000357522000001,0.017428206396621425,7.150440000014413e-05,True
15.8,0.55,Bimodal,0.5,0.5000363128,0.01755329930006948,7.262560000009799e-05,True
15.8,0.54,Bimodal,0.5,0.5000370670000001,0.017722519200279396,7.41340000001145e-05,True
15.8,0.53,Bimodal,0.5,0.500038008,0.017934596612264937,7.601599999995656e-05,True
15.8,0.52,Bimodal,0.5,0.5000391312,0.018188007831650047,7.82623999999732e-05,True
15.8,0.51,Bimodal,0.5,0.5000404316,0.018481028594364075,8.086320000000313e-05,True
15.8,0.5,Bimodal,0.5,0.5000419039999999,0.01881179801144135,8.3807999999852e-05,True
15.8,0.49,Bimodal,0.5,0.500043543,0.019178343811821288,8.708599999995847e-05,True
15.8,0.48000000000000004,Bimodal,0.5,0.5000449936,0.019501997725192507,8.998719999997462e-05,True
15.8,0.47000000000000003,Bimodal,0.5,0.5000448782,0.019480085011040694,8.975639999997398e-05,True
15.8,0.46,Bimodal,0.5,0.5000449650000001,0.019496109330632647,8.993000000012685e-05,True
15.8,0.45,Bimodal,0.5,0.5000452486,0.019549969603963612,9.049719999998374e-05,True
15.8,0.44,Bimodal,0.5,0.5000457215999999,0.019641344746895176,9.144319999987438e-05,True
15.8,0.43,Bimodal,0.5,0.5000463784,0.01976971645043296,9.275679999998232e-05,True
15.8,0.42000000000000004,Bimodal,0.5,0.5000472138000001,0.019934376793251316,9.442760000011319e-05,True
15.8,0.41000000000000003,Bimodal,0.5,0.5000482252,0.020134424966922564,9.645040000005878e-05,True
15.8,0.4,Bimodal,0.5,0.5000494044,0.02036882829900914,9.880880000001646e-05,True
15.8,0.39,Bimodal,0.5,0.5000507502,0.020636422454721796,0.0001015004000000097,True
15.8,0.38,Bimodal,0.5,0.5000522542000001,0.02093593815858507,0.00010450840000020278,True
15.8,0.37,Bimodal,0.5,0.5000539166000001,0.021266028063706813,0.0001078332000001847,True
15.8,0.36000000000000004,Bimodal,0.5,0.5000557304,0.021625309991955385,0.00011146079999990732,True
15.8,0.35000000000000003,Bimodal,0.5,0.5000557558000001,0.0216365948820831,0.00011151160000011373,True
15.8,0.34,Bimodal,0.5,0.5000557074,0.021627788712688712,0.00011141480000009807,True
15.8,0.33,Bimodal,0.5,0.5000558469999999,0.021650653273188367,0.0001116939999998845,True
15.8,0.32,Bimodal,0.5,0.5000561713999999,0.021705116366951886,0.00011234279999983166,True
15.8,0.31,Bimodal,0.5,0.5000566724000001,0.0217909584047861,0.00011334480000013691,True
15.8,0.3,Bimodal,0.5,0.500057347,0.02190786611458382,0.00011469400000008179,True
15.8,0.29000000000000004,Bimodal,0.5,0.5000581905999999,0.022055353696161937,0.00011638119999979324,True
15.8,0.28,Bimodal,0.5,0.5000591972,0.02223286701921934,0.00011839440000005474,True
15.8,0.27,Bimodal,0.5,0.500060365,0.022439714386768093,0.0001207299999999023,True
15.8,0.26,Bimodal,0.5,0.500061688,0.02267514557479232,0.00012337599999989735,True
15.8,0.25,Bimodal,0.5,0.500063162,0.022938300895038986,0.00012632400000001098,True
15.8,0.24000000000000002,Bimodal,0.5,0.5000647817999999,0.023228281481097603,0.0001295635999998268,True
15.8,0.23,Bimodal,0.5,0.5000665463999999,0.02354413500697132,0.00013309279999984547,True
15.8,0.22,Bimodal,0.5,0.5000677512,0.023763346480588334,0.00013550240000004266,True
15.8,0.21000000000000002,Bimodal,0.5,0.5000674896,0.023724086627627098,0.0001349792000000516,True
15.8,0.2,Bimodal,0.5,0.500067414,0.02371181479335487,0.00013482799999997575,True
15.8,0.19,Bimodal,0.5,0.5000675177999999,0.02372664296761313,0.00013503559999983317,True
15.8,0.18000000000000002,Bimodal,0.5,0.5000677974000001,0.023768589132227024,0.00013559480000013835,True
15.8,0.17,Bimodal,0.5,0.5000682463999999,0.023837578563940708,0.00013649279999983222,True
15.8,0.16,Bimodal,0.5,0.5000688622,0.023933455527815273,0.00013772440000003883,True
15.8,0.15000000000000002,Bimodal,0.5,0.5000696388,0.024055963157134614,0.00013927759999998734,True
15.8,0.14,Bimodal,0.5,0.5000705718,0.024204778126396334,0.00014114360000005988,True
15.8,0.13,Bimodal,0.5,0.5000716584,0.02437948692835613,0.00014331680000001512,True
15.8,0.12,Bimodal,0.5,0.5000728922000001,0.024579625806328602,0.00014578440000012627,True
