timestamp,block,base_fee_gwei,tip_gwei,gas_price_gwei
2025-12-23 00:00:11+00:00,24071593,0.028170445,0.002468889,0.030639333999999997
2025-12-23 00:00:23+00:00,24071594,0.027931493,0.00790587,0.035837363000000004
2025-12-23 00:00:35+00:00,24071595,0.028205163,0.001378358,0.029583520999999998
2025-12-23 00:00:47+00:00,24071596,0.029686254,0.004159986,0.03384624
2025-12-23 00:00:59+00:00,24071597,0.028268146,0.079,0.10726814600000001
2025-12-23 00:01:11+00:00,24071598,0.026273381,0.012318797,0.038592178
2025-12-23 00:01:23+00:00,24071599,0.026095737,0.000177644,0.026273381000000002
2025-12-23 00:01:35+00:00,24071600,0.026097123,0.001410258,0.027507381
2025-12-23 00:01:47+00:00,24071601,0.026156758,0.004968084,0.031124842
2025-12-23 00:01:59+00:00,24071602,0.02454374,0.00145626,0.026000000000000002
2025-12-23 00:02:11+00:00,24071603,0.02760764,0.001304856,0.028912496
2025-12-23 00:02:23+00:00,24071604,0.030879895,0.001410198,0.032290093
2025-12-23 00:02:35+00:00,24071605,0.030120525,0.002741818,0.032862343
2025-12-23 00:02:47+00:00,24071606,0.028479574,0.1155,0.143979574
2025-12-23 00:02:59+00:00,24071607,0.027367552,0.004447394,0.031814946
2025-12-23 00:03:11+00:00,24071608,0.025910216,8.9784e-05,0.026
2025-12-23 00:03:23+00:00,24071609,0.028050734,0.010814593,0.038865327000000005
2025-12-23 00:03:35+00:00,24071610,0.025727039,0.000272961,0.026
2025-12-23 00:03:47+00:00,24071611,0.028808425,0.001380382,0.030188806999999998
2025-12-23 00:03:59+00:00,24071612,0.029316699,0.022318751,0.05163545
2025-12-23 00:04:11+00:00,24071613,0.027868862,0.01,0.037868862
2025-12-23 00:04:23+00:00,24071614,0.027126656,0.022318751,0.049445407
2025-12-23 00:04:35+00:00,24071615,0.02560732,0.01,0.03560732
2025-12-23 00:04:47+00:00,24071616,0.024016226,0.000983774,0.025
2025-12-23 00:04:59+00:00,24071617,0.027017587,0.001440421,0.028458008
2025-12-23 00:05:11+00:00,24071618,0.027421383,0.002701811,0.030123194
2025-12-23 00:05:23+00:00,24071619,0.025942621,5.7379e-05,0.026
2025-12-23 00:05:35+00:00,24071620,0.028798886,0.001297131,0.030096017
2025-12-23 00:05:47+00:00,24071621,0.029027217,0.022936714,0.051963931000000005
2025-12-23 00:05:59+00:00,24071622,0.026678097,0.01,0.036678097
2025-12-23 00:06:11+00:00,24071623,0.025406863,0.067813486,0.09322034900000001
2025-12-23 00:06:23+00:00,24071624,0.024234372,0.003205077,0.027439449
2025-12-23 00:06:35+00:00,24071625,0.022853337,0.002,0.024853337000000003
2025-12-23 00:06:47+00:00,24071626,0.025709196,0.001,0.026709196
2025-12-23 00:06:59+00:00,24071627,0.028476742,0.002,0.030476742
2025-12-23 00:07:11+00:00,24071628,0.026917852,0.008651782,0.035569634
2025-12-23 00:07:23+00:00,24071629,0.026159146,0.008651782,0.034810928000000005
