num_shards,epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
5,16.0,0.99,Spike,1.0,0.9854549742,0.09306801895907599,0.9709099483999999,False
5,16.0,0.98,Spike,1.0,0.9796847853999999,0.11922233019200819,0.9593695707999998,False
5,16.0,0.97,Spike,1.0,0.9644816904,0.16913036548676788,0.9289633808,False
5,16.0,0.9600000000000001,Spike,1.0,0.9351070102,0.23459701727259952,0.8702140204,False
5,16.0,0.9500000000000001,Spike,1.0,0.8918589034000001,0.30141209122916995,0.7837178068000001,False
5,16.0,0.9400000000000001,Spike,1.0,0.8417309922,0.35729215716467105,0.6834619844,False
5,16.0,0.93,Spike,1.0,0.7938162068,0.39763847655657425,0.5876324136,False
5,16.0,0.92,Spike,1.0,0.7488396756,0.42726194971792664,0.49767935119999995,False
5,16.0,0.91,Spike,1.0,0.7141193192,0.4456178601307071,0.4282386384000001,False
5,16.0,0.9,Spike,1.0,0.702488709,0.4510222796152498,0.4049774180000001,False
5,16.0,0.89,Spike,1.0,0.7126110146,0.44635125184039565,0.42522202919999996,False
5,16.0,0.88,Spike,0.0,0.6898706954,0.4564730272827173,0.3797413908,False
5,16.0,0.87,Spike,0.0,0.6281685254,0.4774941041559937,0.2563370508,False
5,16.0,0.86,Spike,0.0,0.542512356,0.49253113831981155,0.08502471200000006,False
5,16.0,0.85,Spike,1.0,0.5693934387999999,0.48920388233462553,0.13878687759999986,False
5,16.0,0.8400000000000001,Spike,1.0,0.610150482,0.481676829501112,0.220300964,False
5,16.0,0.8300000000000001,Spike,0.0,0.5709494712,0.4889667023530866,0.1418989423999999,False
5,16.0,0.8200000000000001,Spike,1.0,0.5595992118,0.49018391531207534,0.1191984236000001,False
5,16.0,0.81,Spike,0.0,0.582076954,0.48689134367471165,0.16415390800000007,False
5,16.0,0.8,Spike,1.0,0.5554957862,0.4903454459610664,0.1109915723999999,False
5,16.0,0.79,Spike,0.0,0.554307008,0.4903631003188033,0.10861401599999998,False
5,16.0,0.78,Spike,1.0,0.5695706668,0.48818279376628265,0.13914133360000003,False
5,16.0,0.77,Spike,1.0,0.5442477490000001,0.4906279909768879,0.08849549800000012,False
5,16.0,0.76,Spike,1.0,0.5322054208,0.49113770317995903,0.06441084159999999,False
5,16.0,0.75,Spike,1.0,0.5363255568,0.4904067671648757,0.0726511136000001,False
5,16.0,0.74,Spike,1.0,0.5385511457999999,0.48996559988670124,0.0771022915999997,False
5,16.0,0.73,Spike,1.0,0.5508662366,0.4882806659587238,0.1017324732,False
5,16.0,0.72,Spike,0.0,0.538144428,0.48900219525162114,0.0762888559999999,False
5,16.0,0.7100000000000001,Spike,1.0,0.5359148408,0.48831325612854143,0.07182968159999992,False
5,16.0,0.7000000000000001,Spike,8e-06,0.53501785,0.48774790706904725,0.07003570000000003,False
5,16.0,0.6900000000000001,Spike,0.000247,0.533139585,0.48710229623327866,0.06627917000000005,False
5,16.0,0.68,Spike,4.6e-05,0.5339255206,0.4860638424778449,0.06785104119999996,False
5,16.0,0.67,Spike,0.004223,0.5314103622,0.4852118054744659,0.06282072440000008,False
5,16.0,0.66,Spike,1.0,0.5349126035999999,0.48326657453476685,0.06982520719999985,False
5,16.0,0.65,Spike,1.0,0.5310765956,0.48210586662595706,0.06215319119999996,False
5,16.0,0.64,Spike,0.297818,0.5287202206,0.4805427801136034,0.057440441200000025,False
5,16.0,0.63,Spike,0.002816,0.5308865856,0.4788642900405373,0.06177317120000003,False
5,16.0,0.62,Spike,1.0,0.5306853726,0.47641829604378805,0.061370745200000076,False
5,16.0,0.61,Spike,1.0,0.5313991886,0.4747256547547127,0.06279837720000003,False
5,16.0,0.6,Spike,1.0,0.5287959292,0.47256368681256683,0.05759185839999992,False
5,16.0,0.59,Spike,4e-05,0.5320141314000001,0.46930398475507057,0.06402826280000018,False
5,16.0,0.5800000000000001,Spike,1.0,0.5274707088,0.46677344062633563,0.05494141760000004,False
5,16.0,0.5700000000000001,Spike,1.0,0.5276599153999999,0.4641485813543427,0.0553198307999998,False
5,16.0,0.56,Spike,1.0,0.527628515,0.4609698224690519,0.05525702999999993,False
5,16.0,0.55,Spike,1.0,0.5275738254,0.45628098024501307,0.05514765079999995,False
5,16.0,0.54,Spike,0.119279,0.5256839148,0.4514487288065511,0.05136782959999997,False
5,16.0,0.53,Spike,0.038128,0.525895833,0.4480570742241724,0.05179166599999996,False
5,16.0,0.52,Spike,0.280659,0.5244137074,0.44410179879171874,0.04882741480000008,False
5,16.0,0.51,Spike,1.0,0.5252502962000001,0.4389458159493378,0.050500592400000155,False
5,16.0,0.5,Spike,0.227497,0.5233506448,0.43381233505375244,0.046701289600000084,False
5,16.0,0.49,Spike,0.037065,0.5236779953999999,0.4283033550717245,0.04735599079999986,False
5,16.0,0.48000000000000004,Spike,0.023381,0.5233470138,0.42297992170858856,0.046694027600000076,False
5,16.0,0.47000000000000003,Spike,0.556667,0.5212416038000002,0.4157264819840528,0.04248320760000035,False
5,16.0,0.46,Spike,0.081287,0.5215042357999999,0.4117852539825875,0.043008471599999876,False
5,16.0,0.45,Spike,0.275684,0.5201112746,0.40422164691012547,0.0402225491999999,False
5,16.0,0.44,Spike,0.445727,0.5192669698000001,0.39707305021025935,0.03853393960000018,False
5,16.0,0.43,Spike,0.046964,0.5199195954,0.3934840192023773,0.03983919079999998,False
5,16.0,0.42000000000000004,Spike,1.0,0.5182279555999999,0.38493752453667923,0.0364559111999998,False
5,16.0,0.41000000000000003,Spike,0.23143,0.5177414706000001,0.3795035983165896,0.03548294120000017,False
5,16.0,0.4,Spike,0.078691,0.5175955606,0.3721907245425714,0.03519112120000001,False
5,16.0,0.39,Spike,1.0,0.516480814,0.362445956923417,0.03296162800000002,False
5,16.0,0.38,Spike,1.0,0.5162066262,0.357169403626069,0.03241325240000004,False
5,16.0,0.37,Spike,0.125994,0.5154250248000001,0.35077621260282826,0.03085004960000015,False
5,16.0,0.36000000000000004,Spike,0.176143,0.5144402898,0.3412593547901311,0.02888057960000001,False
5,16.0,0.35000000000000003,Spike,1.0,0.5143669399999999,0.34039042322987134,0.02873387999999988,False
5,16.0,0.34,Spike,1.0,0.5131591134,0.3256803547914187,0.026318226799999955,False
5,16.0,0.33,Spike,0.147561,0.5125778679999999,0.3160926189673712,0.025155735999999873,False
5,16.0,0.32,Spike,0.165593,0.5116004386,0.3049614865182456,0.02320087720000008,False
5,16.0,0.31,Spike,1.0,0.5104157091999999,0.2907514765171775,0.0208314183999998,False
5,16.0,0.3,Spike,0.203986,0.5092697012,0.2729605097838913,0.01853940240000007,False
5,16.0,0.29000000000000004,Spike,0.736543,0.5076448109999999,0.2514953229900597,0.015289621999999836,False
5,16.0,0.28,Spike,0.563397,0.5062845117999999,0.228525020217847,0.012569023599999785,False
5,16.0,0.27,Spike,0.336883,0.5052424691999999,0.20690209887531363,0.010484938399999866,False
5,16.0,0.26,Spike,0.785686,0.5043059042,0.18633141728148006,0.008611808399999976,False
5,16.0,0.25,Spike,0.452876,0.5036213506,0.16690955766412183,0.007242701200000035,False
5,16.0,0.24000000000000002,Spike,0.420347,0.5028658659999999,0.1481396197630261,0.005731731999999878,False
5,16.0,0.23,Spike,0.725851,0.5021705534,0.12975288432921672,0.004341106800000105,False
5,16.0,0.22,Spike,0.438012,0.5014888398,0.11127553066142859,0.0029776796000000605,False
5,16.0,0.21000000000000002,Spike,0.643721,0.5011119788,0.09203321304830962,0.0022239576000000483,False
5,16.0,0.2,Spike,0.451084,0.5006738862,0.07069609851028673,0.001347772399999947,False
5,16.0,0.19,Spike,0.46708,0.5002604204000001,0.04392850519523515,0.0005208408000001441,False
5,16.0,0.18000000000000002,Spike,0.5,0.500080278,0.02572786872411574,0.00016055599999997838,True
5,16.0,0.17,Spike,0.5,0.5000763354000001,0.02510541555687465,0.0001526708000001431,True
5,16.0,0.16,Spike,0.5,0.5000749816,0.02488596675487465,0.00014996319999993624,True
5,16.0,0.15000000000000002,Spike,0.5,0.5000745242,0.02480823358485917,0.00014904839999996256,True
5,16.0,0.14,Spike,0.5,0.500074571,0.024812124768904188,0.0001491419999999355,True
5,16.0,0.13,Spike,0.5,0.500074972,0.024874210427679833,0.00014994399999990193,True
5,16.0,0.12,Spike,0.5,0.5000756531999999,0.024982995061516914,0.00015130639999982876,True
5,16.0,0.11,Spike,0.5,0.5000765694,0.025131966558409276,0.0001531388000000078,True
5,16.0,0.09999999999999999,Spike,0.5,0.5000776958,0.02531699509607334,0.00015539160000010988,True
5,16.0,0.09,Spike,0.5,0.5000790122000001,0.02553523983834833,0.00015802440000012297,True
5,16.0,0.08,Spike,0.5,0.5000805070000001,0.0257845939757222,0.0001610140000001259,True
5,16.0,0.06999999999999999,Spike,0.5,0.5000816548,0.025982759888624668,0.0001633095999999945,True
5,16.0,0.060000000000000005,Spike,0.5,0.5000808124,0.025866106152142444,0.00016162480000003754,True
5,16.0,0.05,Spike,0.5,0.5000802134,0.025780724655149037,0.00016042679999994647,True
5,16.0,0.04,Spike,0.5,0.5000798476,0.025726747591693428,0.0001596952000000318,True
