num_shards,epsilon_j0,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
10,16.0,0.99,Spike,1.0,0.984816088,0.09593401562562608,0.969632176,False
10,16.0,0.98,Spike,1.0,0.9775482412000002,0.12751400847977895,0.9550964824000003,False
10,16.0,0.97,Spike,1.0,0.9586647268,0.1842543850450193,0.9173294536000001,False
10,16.0,0.9600000000000001,Spike,1.0,0.922403546,0.2567862759805287,0.8448070919999999,False
10,16.0,0.9500000000000001,Spike,1.0,0.8712477439999998,0.3264120736365743,0.7424954879999996,False
10,16.0,0.9400000000000001,Spike,1.0,0.8134090253999999,0.38234286928329275,0.6268180507999999,False
10,16.0,0.93,Spike,1.0,0.7590954951999999,0.42104798136220417,0.5181909903999997,False
10,16.0,0.92,Spike,1.0,0.7096041164,0.44777330165798895,0.41920823279999997,False
10,16.0,0.91,Spike,1.0,0.6819342408000001,0.45973553837680387,0.3638684816000002,False
10,16.0,0.9,Spike,1.0,0.6806529952,0.4602039600362998,0.3613059904,False
10,16.0,0.89,Spike,1.0,0.7010121802,0.4517200236009098,0.4020243604,False
10,16.0,0.88,Spike,1.0,0.7262945426,0.4396149647050385,0.4525890852000001,False
10,16.0,0.87,Spike,0.0,0.6565624822,0.46886596823474,0.31312496440000004,False
10,16.0,0.86,Spike,0.0,0.5774646244,0.4882103315444366,0.15492924880000003,False
10,16.0,0.85,Spike,1.0,0.5342320902,0.4929475565278041,0.06846418039999991,False
10,16.0,0.8400000000000001,Spike,1.0,0.5800992434,0.48753185595580695,0.16019848679999993,False
10,16.0,0.8300000000000001,Spike,0.0,0.601520841,0.4834860938136459,0.20304168200000006,False
10,16.0,0.8200000000000001,Spike,0.000421,0.5333176930000001,0.49290931551487593,0.06663538600000019,False
10,16.0,0.81,Spike,1.0,0.5944825358,0.48473808743879315,0.18896507159999998,False
10,16.0,0.8,Spike,0.0,0.537228977,0.49228826501586587,0.0744579540000001,False
10,16.0,0.79,Spike,1.0,0.5783234026,0.48711210204171523,0.15664680520000007,False
10,16.0,0.78,Spike,1.0,0.5406245128,0.49139766622577474,0.08124902560000002,False
10,16.0,0.77,Spike,0.0,0.5476389644,0.4906393383846604,0.09527792880000008,False
10,16.0,0.76,Spike,0.0,0.5594965124,0.48897826892609597,0.11899302479999996,False
10,16.0,0.75,Spike,0.0,0.5604506272,0.48845309066923004,0.1209012544000001,False
10,16.0,0.74,Spike,0.0,0.5520248966,0.48905590558799067,0.10404979319999996,False
10,16.0,0.73,Spike,0.0,0.5456299658,0.4892131557839321,0.09125993160000001,False
10,16.0,0.72,Spike,0.000667,0.5328962939999999,0.48975790865777613,0.06579258799999987,False
10,16.0,0.7100000000000001,Spike,1.0,0.541768667,0.4881901588039172,0.08353733400000007,False
10,16.0,0.7000000000000001,Spike,2.8e-05,0.5344276701999999,0.4882526595673608,0.06885534039999985,False
10,16.0,0.6900000000000001,Spike,0.0,0.5446923961999999,0.48649351416151304,0.08938479239999975,False
10,16.0,0.68,Spike,1.0,0.5389805052,0.48611420076742284,0.07796101039999992,False
10,16.0,0.67,Spike,1.0,0.5387848982,0.4850289112178601,0.07756979639999995,False
10,16.0,0.66,Spike,0.0,0.5377650599999999,0.4840266562915523,0.07553011999999981,False
10,16.0,0.65,Spike,0.252293,0.5290624697999999,0.48308953236494706,0.05812493959999987,False
10,16.0,0.64,Spike,8.5e-05,0.5330919182,0.48163201136633893,0.06618383640000003,False
10,16.0,0.63,Spike,1.0,0.5363598378000001,0.47967417569428555,0.07271967560000014,False
10,16.0,0.62,Spike,4.4e-05,0.5330401888,0.4782377915223505,0.06608037760000007,False
10,16.0,0.61,Spike,1.0,0.530047139,0.4760286515744846,0.060094278,False
10,16.0,0.6,Spike,0.003062,0.5303027244,0.4742513360186376,0.06060544880000007,False
10,16.0,0.59,Spike,8.7e-05,0.5318978626,0.4716857595291613,0.0637957252000001,False
10,16.0,0.5800000000000001,Spike,0.000224,0.531068033,0.4689592687270933,0.0621360660000001,False
10,16.0,0.5700000000000001,Spike,0.070705,0.5277209694,0.4665245758020526,0.055441938800000035,False
10,16.0,0.56,Spike,1.0,0.5274765772000001,0.46243849266715475,0.05495315440000015,False
10,16.0,0.55,Spike,1.0,0.5262169942,0.4588844058190417,0.05243398840000002,False
10,16.0,0.54,Spike,1.0,0.52854589,0.4564437224066958,0.057091779999999925,False
10,16.0,0.53,Spike,0.05178,0.5262565415999999,0.45278822805412106,0.05251308319999981,False
10,16.0,0.52,Spike,1.0,0.5252715052,0.4485282979660307,0.05054301039999998,False
10,16.0,0.51,Spike,0.046799,0.525339626,0.44432253591777204,0.0506792519999999,False
10,16.0,0.5,Spike,0.057769,0.5249362002,0.4417846227655907,0.04987240039999996,False
10,16.0,0.49,Spike,1.0,0.5252633742,0.43512732340305976,0.05052674840000004,False
10,16.0,0.48000000000000004,Spike,1.0,0.5240205612,0.4301224170002204,0.048041122399999914,False
10,16.0,0.47000000000000003,Spike,1.0,0.5227663774000001,0.4270884160009979,0.045532754800000186,False
10,16.0,0.46,Spike,1.0,0.522375925,0.42012166522997657,0.044751849999999926,False
10,16.0,0.45,Spike,0.378909,0.5210841074,0.4147216174715472,0.04216821479999999,False
10,16.0,0.44,Spike,1.0,0.5209205442,0.40977104452049407,0.041841088400000004,False
10,16.0,0.43,Spike,0.270719,0.5198315562,0.4010588984374395,0.03966311239999998,False
10,16.0,0.42000000000000004,Spike,1.0,0.5195436512,0.395688573434277,0.039087302400000024,False
10,16.0,0.41000000000000003,Spike,1.0,0.518890242,0.3882546023654311,0.037780484,False
