epsilon_0j,alpha_outflow,distribution,final_load,avg_load,load_std,load_inflation,converged
16.0,0.36000000000000004,Uniform,0.5,0.5000789992,0.02558022487567569,0.00015799839999997012,True
16.0,0.35000000000000003,Uniform,0.5,0.5000789080000001,0.025567590405686777,0.00015781600000019935,True
16.0,0.34,Uniform,0.5,0.5000788446000001,0.02555856639979898,0.00015768920000014397,True
16.0,0.33,Uniform,0.5,0.5000788012,0.025552792771643663,0.00015760240000006753,True
16.0,0.32,Uniform,0.5,0.5000787776,0.025549929676839358,0.00015755519999993695,True
16.0,0.31,Uniform,0.5,0.5000787717999999,0.025549670670488082,0.00015754359999986534,True
16.0,0.3,Uniform,0.5,0.5000787828000001,0.025551729550717907,0.0001575656000001313,True
16.0,0.29000000000000004,Uniform,0.5,0.5000788066,0.02555583642081452,0.00015761320000007295,True
16.0,0.28,Uniform,0.5,0.5000788432000001,0.025561755088124347,0.00015768640000013434,True
16.0,0.27,Uniform,0.5,0.5000788912,0.02556925234424447,0.0001577824000000838,True
16.0,0.26,Uniform,0.5,0.5000789478000001,0.0255781239593863,0.00015789560000012415,True
16.0,0.25,Uniform,0.5,0.5000790119999999,0.025588158444475286,0.00015802399999986783,True
16.0,0.24000000000000002,Uniform,0.5,0.5000790824,0.02559918368266172,0.00015816479999997135,True
16.0,0.23,Uniform,0.5,0.5000791606,0.025611006473501285,0.00015832120000003336,True
16.0,0.22,Uniform,0.5,0.5000792406000001,0.02562348083227382,0.00015848120000017119,True
16.0,0.21000000000000002,Uniform,0.5,0.5000793256,0.025636438673598126,0.0001586512000000262,True
16.0,0.2,Uniform,0.5,0.5000794112,0.025649747559281857,0.0001588223999999805,True
16.0,0.19,Uniform,0.5,0.5000794994,0.025663256349740465,0.00015899879999992095,True
16.0,0.18000000000000002,Uniform,0.5,0.5000795896,0.02567683939536638,0.00015917919999997032,True
16.0,0.17,Uniform,0.5,0.5000796780000001,0.02569037412763153,0.00015935600000016592,True
16.0,0.16,Uniform,0.5,0.500079766,0.025703739420233792,0.00015953200000007328,True
16.0,0.15000000000000002,Uniform,0.5,0.5000798504,0.025716839146822858,0.00015970080000005105,True
16.0,0.14,Uniform,0.5,0.500079934,0.025729544586085576,0.00015986799999989643,True
16.0,0.13,Uniform,0.5,0.5000800143999999,0.02574178416836383,0.0001600287999998784,True
16.0,0.12,Uniform,0.5,0.5000800892,0.025753441758074216,0.0001601784000000439,True
16.0,0.11,Uniform,0.5,0.5000801616,0.025764445763039046,0.0001603232000000343,True
16.0,0.09999999999999999,Uniform,0.5,0.5000802284,0.02577471587882901,0.0001604567999999862,True
16.0,0.09,Uniform,0.5,0.5000802906,0.02578417818077286,0.00016058120000006504,True
16.0,0.08,Uniform,0.5,0.5000803465999999,0.025792768018397687,0.00016069319999978404,True
16.0,0.06999999999999999,Uniform,0.5,0.5000803962,0.02580043630903115,0.00016079239999999828,True
16.0,0.060000000000000005,Uniform,0.5,0.5000804402,0.025807123934200323,0.00016088039999995196,True
16.0,0.05,Uniform,0.5,0.5000804766,0.025812813223497256,0.00016095319999998026,True
16.0,0.04,Uniform,0.5,0.5000805067999999,0.025817461062759426,0.00016101359999987075,True
16.0,0.03,Uniform,0.5,0.5000805296,0.025821058452453974,0.000161059200000091,True
16.0,0.02,Uniform,0.5,0.5000805462,0.0258236014513826,0.0001610923999999514,True
16.0,0.01,Uniform,0.5,0.5000805548,0.02582510633657209,0.00016110960000004226,True
15.9,0.99,Uniform,0.65002,0.5270556854,0.45558145254128196,0.05411137080000006,False
15.9,0.98,Uniform,0.044022,0.5262954514,0.4546977446398139,0.052590902800000006,False
15.9,0.97,Uniform,1.0,0.5264787746,0.4531435924034564,0.052957549200000065,False
15.9,0.9600000000000001,Uniform,1.0,0.5264409424000001,0.4529768992607207,0.05288188480000011,False
15.9,0.9500000000000001,Uniform,1.0,0.5263841128,0.45205489128859744,0.05276822559999994,False
15.9,0.9400000000000001,Uniform,0.246347,0.5261999777999999,0.4512131758813875,0.05239995559999988,False
15.9,0.93,Uniform,0.012426,0.5261943534,0.4523440950675605,0.05238870679999996,False
15.9,0.92,Uniform,0.015628,0.5260323082,0.4515854451002159,0.05206461640000004,False
15.9,0.91,Uniform,0.061284,0.5250735534,0.44606110189904274,0.050147106799999897,False
15.9,0.9,Uniform,1.0,0.524941396,0.4426375401068499,0.04988279200000001,False
15.9,0.89,Uniform,1.0,0.52424904,0.43799933048972056,0.04849808000000011,False
15.9,0.88,Uniform,0.067317,0.5235020934,0.4332835645464345,0.04700418679999996,False
15.9,0.87,Uniform,0.163419,0.5229903386,0.42972974752594834,0.045980677199999986,False
15.9,0.86,Uniform,0.543947,0.5228027344,0.4283918998594942,0.04560546880000005,False
15.9,0.85,Uniform,1.0,0.5230008096000001,0.4289484661752138,0.04600161920000012,False
15.9,0.8400000000000001,Uniform,0.139489,0.5224258392,0.42497887622619673,0.04485167839999993,False
15.9,0.8300000000000001,Uniform,0.066444,0.521598913,0.41554483422013033,0.043197826000000106,False
15.9,0.8200000000000001,Uniform,0.087603,0.5206453754,0.4075373284705516,0.0412907508,False
15.9,0.81,Uniform,0.263472,0.5199426725999999,0.40254660123804187,0.039885345199999866,False
15.9,0.8,Uniform,1.0,0.5198497343999999,0.3997507127612744,0.03969946879999986,False
15.9,0.79,Uniform,0.348341,0.518545757,0.38913915561543044,0.0370915140000001,False
15.9,0.78,Uniform,1.0,0.516880631,0.37084659157675703,0.03376126200000007,False
15.9,0.77,Uniform,0.232893,0.515777542,0.36006942573581635,0.031555084000000067,False
15.9,0.76,Uniform,0.989377,0.5110652554,0.3012327231168039,0.02213051080000006,False
15.9,0.75,Uniform,0.36634,0.5081296602,0.25583760640587816,0.01625932040000011,False
15.9,0.74,Uniform,0.569525,0.5061191062,0.2245037109801762,0.012238212400000004,False
15.9,0.73,Uniform,0.392888,0.5045247490000001,0.18963293377884527,0.009049498000000211,False
15.9,0.72,Uniform,0.455772,0.502683385,0.14881689118257316,0.005366769999999965,False
15.9,0.7100000000000001,Uniform,0.599515,0.5011784824000001,0.09574260302557536,0.0023569648000001386,False
15.9,0.7000000000000001,Uniform,0.499691,0.5002777012,0.047383989659262805,0.0005554024000000712,False
15.9,0.6900000000000001,Uniform,0.5,0.5002010236,0.040336882077470854,0.000402047199999922,True
15.9,0.68,Uniform,0.5,0.500169796,0.03708587112318892,0.00033959199999999967,True
15.9,0.67,Uniform,0.5,0.5001511272,0.03500032603353161,0.0003022543999999794,True
15.9,0.66,Uniform,0.5,0.5001383414,0.033498994998955325,0.00027668280000003875,True
15.9,0.65,Uniform,0.5,0.5001289292,0.03235120630608508,0.00025785839999992177,True
15.9,0.64,Uniform,0.5,0.5001216803999999,0.0314412031270731,0.00024336079999986993,True
15.9,0.63,Uniform,0.5,0.5001159305999999,0.03070239980676694,0.0002318611999998499,True
15.9,0.62,Uniform,0.5,0.5001112704,0.030092911463009825,0.0002225408000000595,True
15.9,0.61,Uniform,0.5,0.500107356,0.029572966204452503,0.0002147120000000058,True
15.9,0.6,Uniform,0.5,0.5001036200000001,0.029069260036798626,0.00020724000000016396,True
15.9,0.59,Uniform,0.5,0.5001004138,0.02863127848702062,0.00020082760000006417,True
15.9,0.5800000000000001,Uniform,0.5,0.5000976424,0.028248221946734146,0.00019528479999997295,True
15.9,0.5700000000000001,Uniform,0.5,0.5000952276,0.02791169782850431,0.00019045520000005034,True
15.9,0.56,Uniform,0.5,0.5000931178,0.027615057514548645,0.0001862355999999732,True
15.9,0.55,Uniform,0.5,0.5000912662,0.027352846550723436,0.0001825323999999906,True
15.9,0.54,Uniform,0.5,0.500089639,0.027120701170277154,0.00017927800000006044,True
15.9,0.53,Uniform,0.5,0.5000882031999999,0.02691495872739487,0.00017640639999982888,True
15.9,0.52,Uniform,0.5,0.5000869346,0.026732515488026676,0.0001738691999999542,True
15.9,0.51,Uniform,0.5,0.500085815,0.02657073559051648,0.0001716300000000892,True
15.9,0.5,Uniform,0.5,0.5000848236,0.02642733670507771,0.00016964719999990052,True
15.9,0.49,Uniform,0.5,0.5000839484,0.026300370056977607,0.0001678968000000669,True
15.9,0.48000000000000004,Uniform,0.5,0.5000831776,0.026188102906694644,0.00016635519999996795,True
15.9,0.47000000000000003,Uniform,0.5,0.500082497,0.026089054616887743,0.00016499399999991837,True
15.9,0.46,Uniform,0.5,0.5000818988,0.02600189307273668,0.0001637975999999597,True
15.9,0.45,Uniform,0.5,0.500081376,0.025925442526504017,0.00016275200000004375,True
15.9,0.44,Uniform,0.5,0.5000809184,0.025858666731948345,0.00016183680000003697,True
15.9,0.43,Uniform,0.5,0.5000805214,0.02580064486449567,0.00016104280000006632,True
15.9,0.42000000000000004,Uniform,0.5,0.5000801766,0.02575054480807338,0.00016035320000007403,True
15.9,0.41000000000000003,Uniform,0.5,0.5000798818000001,0.025707607336506885,0.00015976360000014012,True
15.9,0.4,Uniform,0.5,0.5000796318,0.025671163891404235,0.00015926360000007023,True
15.9,0.39,Uniform,0.5,0.5000794188,0.025640591008899614,0.00015883759999990588,True
15.9,0.38,Uniform,0.5,0.5000792441999999,0.02561533428817796,0.00015848839999987874,True
15.9,0.37,Uniform,0.5,0.5000791016,0.02559489776528909,0.00015820320000003996,True
15.9,0.36000000000000004,Uniform,0.5,0.5000789882,0.025578806426627947,0.0001579763999999262,True
15.9,0.35000000000000003,Uniform,0.5,0.5000789024,0.0255666449456402,0.0001578047999999388,True
15.9,0.34,Uniform,0.5,0.5000788399999999,0.02555802147178671,0.00015767999999982685,True
15.9,0.33,Uniform,0.5,0.5000787998,0.025552581823300894,0.0001575996000000579,True
15.9,0.32,Uniform,0.5,0.5000787781999999,0.02554999672526666,0.0001575563999998142,True
15.9,0.31,Uniform,0.5,0.5000787738,0.025549972859798913,0.00015754759999997425,True
15.9,0.3,Uniform,0.5,0.5000787864,0.02555221654361189,0.0001575728000000609,True
15.9,0.29000000000000004,Uniform,0.5,0.5000788114,0.02555647935881767,0.00015762279999997908,True
15.9,0.28,Uniform,0.5,0.5000788494,0.025562515683499026,0.0001576988000000501,True
15.9,0.27,Uniform,0.5,0.5000788968,0.025570107104703706,0.00015779359999990028,True
15.9,0.26,Uniform,0.5,0.5000789536,0.025579038552386985,0.0001579071999999737,True
15.9,0.25,Uniform,0.5,0.5000790186,0.025589111503187413,0.00015803720000007182,True
15.9,0.24000000000000002,Uniform,0.5,0.50007909,0.02560015461154731,0.00015817999999989674,True
15.9,0.23,Uniform,0.5,0.5000791658,0.025611990985254466,0.00015833160000000568,True
15.9,0.22,Uniform,0.5,0.5000792470000001,0.025624445030193573,0.00015849400000012004,True
15.9,0.21000000000000002,Uniform,0.5,0.5000793308,0.025637390157989833,0.00015866159999999851,True
15.9,0.2,Uniform,0.5,0.5000794178,0.02565065553104399,0.00015883559999996244,True
15.9,0.19,Uniform,0.5,0.5000795056,0.025664126973786464,0.00015901120000005875,True
15.9,0.18000000000000002,Uniform,0.5,0.5000795943999999,0.02567765596142731,0.00015918879999987645,True
15.9,0.17,Uniform,0.5,0.5000796824,0.02569114031422621,0.00015936480000000586,True
15.9,0.16,Uniform,0.5,0.5000797704000001,0.02570445132063361,0.00015954080000013526,True
15.9,0.15000000000000002,Uniform,0.5,0.5000798548,0.025717476500131658,0.00015970959999989098,True
15.9,0.14,Uniform,0.5,0.5000799382,0.025730120782131462,0.0001598763999999253,True
15.9,0.13,Uniform,0.5,0.500080018,0.025742290260962638,0.00016003600000003004,True
15.9,0.12,Uniform,0.5,0.5000800919999999,0.02575388450355675,0.00016018399999984112,True
15.9,0.11,Uniform,0.5,0.500080164,0.025764828434110557,0.00016032799999998737,True
15.9,0.09999999999999999,Uniform,0.5,0.5000802312,0.02577503179563043,0.00016046240000000545,True
15.9,0.09,Uniform,0.5,0.5000802932,0.025784440504025966,0.0001605864000000512,True
15.9,0.08,Uniform,0.5,0.5000803482,0.025792978854723175,0.0001606964000000488,True
15.9,0.06999999999999999,Uniform,0.5,0.500080398,0.02580059250448936,0.0001607960000000741,True
15.9,0.060000000000000005,Uniform,0.5,0.5000804409999999,0.025807241475923736,0.0001608819999998623,True
15.9,0.05,Uniform,0.5,0.500080477,0.02581289538654504,0.00016095400000004645,True
15.9,0.04,Uniform,0.5,0.5000805064,0.025817517802737312,0.0001610128000000266,True
15.9,0.03,Uniform,0.5,0.5000805294,0.025821085063441978,0.0001610588000000579,True
15.9,0.02,Uniform,0.5,0.5000805457999999,0.0258236131950661,0.0001610915999998852,True
15.9,0.01,Uniform,0.5,0.5000805554000001,0.02582510672367471,0.00016111080000014155,True
15.8,0.99,Uniform,1.0,0.526659665,0.4553253167195137,0.05331933000000011,False
15.8,0.98,Uniform,0.017076,0.5262509092000001,0.45397598823060337,0.05250181840000012,False
15.8,0.97,Uniform,1.0,0.5263375162,0.4525691835677113,0.052675032400000044,False
15.8,0.9600000000000001,Uniform,1.0,0.5264442850000001,0.4531019894536517,0.052888570000000135,False
15.8,0.9500000000000001,Uniform,1.0,0.5262928348,0.4513675540857528,0.052585669599999996,False
15.8,0.9400000000000001,Uniform,0.210123,0.5262472403999999,0.45170180216764916,0.052494480799999854,False
15.8,0.93,Uniform,0.012638,0.5264405262,0.4544281707836613,0.05288105240000007,False
15.8,0.92,Uniform,0.016748,0.5256975822,0.44843315535940514,0.051395164399999915,False
15.8,0.91,Uniform,0.026054,0.5253776788,0.44486386288367274,0.05075535759999994,False
15.8,0.9,Uniform,1.0,0.5248887162,0.4413152718126916,0.04977743239999999,False
15.8,0.89,Uniform,0.039359,0.5239743582,0.436354998888969,0.04794871640000009,False
15.8,0.88,Uniform,0.069528,0.5233593436,0.432108067951106,0.04671868720000005,False
15.8,0.87,Uniform,0.490072,0.5228969838,0.42901669741506726,0.045793967600000096,False
15.8,0.86,Uniform,1.0,0.523302347,0.4311774283122838,0.046604694,False
15.8,0.85,Uniform,1.0,0.5230634625999999,0.42726436591572775,0.046126925199999835,False
15.8,0.8400000000000001,Uniform,0.053359,0.5223742794,0.4221703681353731,0.04474855880000006,False
15.8,0.8300000000000001,Uniform,0.067535,0.5213359106000001,0.4130862854201972,0.042671821200000126,False
15.8,0.8200000000000001,Uniform,0.125802,0.520354999,0.40561931106973037,0.04070999800000008,False
15.8,0.81,Uniform,1.0,0.5205822988,0.4069871750317034,0.04116459759999991,False
15.8,0.8,Uniform,0.145137,0.5194480525999999,0.39750545746720095,0.038896105199999864,False
15.8,0.79,Uniform,0.547485,0.5173086466000001,0.37632505119005555,0.034617293200000177,False
15.8,0.78,Uniform,1.0,0.5168352026,0.369412620147616,0.033670405200000086,False
15.8,0.77,Uniform,1.0,0.5149552662,0.34757819868483514,0.029910532399999967,False
15.8,0.76,Uniform,0.888092,0.5091672988,0.2742530042459362,0.018334597600000002,False
15.8,0.75,Uniform,0.261043,0.5072250342,0.24371314190690962,0.01445006839999996,False
15.8,0.74,Uniform,0.754858,0.5055959526,0.21107050899515417,0.011191905200000019,False
15.8,0.73,Uniform,0.310675,0.5037091772,0.17401116361882704,0.007418354399999938,False
15.8,0.72,Uniform,0.695857,0.502090732,0.12919917378667406,0.004181463999999968,False
15.8,0.7100000000000001,Uniform,0.499975,0.500582983,0.06730839214436579,0.0011659660000000738,False
15.8,0.7000000000000001,Uniform,0.500002,0.5002362176,0.0437052311898441,0.00047243520000006534,True
15.8,0.6900000000000001,Uniform,0.5,0.5001871002,0.03892080943233753,0.0003742004000000243,True
15.8,0.68,Uniform,0.5,0.5001622104,0.03625283898106974,0.0003244207999999471,True
15.8,0.67,Uniform,0.5,0.500146263,0.03443609303593756,0.00029252599999995965,True
15.8,0.66,Uniform,0.5,0.500134943,0.03308829178609883,0.000269886000000108,True
15.8,0.65,Uniform,0.5,0.5001264292,0.03203898995107687,0.000252858399999889,True
15.8,0.64,Uniform,0.5,0.5001197732,0.031196957291944626,0.00023954640000001248,True
15.8,0.63,Uniform,0.5,0.50011444,0.030507534787185903,0.0002288800000000979,True
15.8,0.62,Uniform,0.5,0.5001100878,0.029935228061758832,0.00022017559999998326,True
15.8,0.61,Uniform,0.5,0.5001063274,0.029434016451192986,0.0002126548000001005,True
15.8,0.6,Uniform,0.5,0.5001027722,0.028952945156010445,0.00020554439999997953,True
15.8,0.59,Uniform,0.5,0.5000997066,0.028533222257652525,0.0001994132000000537,True
15.8,0.5800000000000001,Uniform,0.5,0.5000970482000001,0.028165117186418766,0.0001940964000002321,True
15.8,0.5700000000000001,Uniform,0.5,0.5000947282,0.02784096407549953,0.00018945640000000985,True
15.8,0.56,Uniform,0.5,0.5000926945999999,0.02755466825532587,0.0001853891999998858,True
15.8,0.55,Uniform,0.5,0.5000909069999999,0.027301152445992582,0.00018181399999983583,True
15.8,0.54,Uniform,0.5,0.500089331,0.02707638916962031,0.0001786619999999406,True
15.8,0.53,Uniform,0.5,0.500087939,0.026876951538068357,0.0001758780000000737,True
15.8,0.52,Uniform,0.5,0.5000867113999999,0.026699897697645265,0.0001734227999998783,True
15.8,0.51,Uniform,0.5,0.5000856236,0.02654275271252465,0.00017124719999994653,True
15.8,0.5,Uniform,0.5,0.5000846616,0.026403357262818585,0.00016932319999996004,True
15.8,0.49,Uniform,0.5,0.5000838088,0.026279842513233342,0.00016761760000005843,True
15.8,0.48000000000000004,Uniform,0.5,0.5000830604,0.026170576750370655,0.0001661207999998915,True
15.8,0.47000000000000003,Uniform,0.5,0.5000823972,0.02607412404278141,0.00016479440000005674,True
15.8,0.46,Uniform,0.5,0.500081814,0.025989226947111484,0.00016362799999991573,True
15.8,0.45,Uniform,0.5,0.5000813042,0.025914737167730587,0.0001626083999999306,True
15.8,0.44,Uniform,0.5,0.5000808576,0.02584967654183676,0.00016171519999996775,True
15.8,0.43,Uniform,0.5,0.500080469,0.025793142005384705,0.00016093800000005487,True
15.8,0.42000000000000004,Uniform,0.5,0.5000801332,0.02574433783055071,0.0001602663999999976,True
15.8,0.41000000000000003,Uniform,0.5,0.5000798458,0.025702522671277924,0.00015969159999995597,True
15.8,0.4,Uniform,0.5,0.500079602,0.025667048660852843,0.00015920400000002388,True
15.8,0.39,Uniform,0.5,0.5000793971999999,0.02563732833554755,0.0001587943999998842,True
15.8,0.38,Uniform,0.5,0.5000792262,0.025612804852399803,0.0001584524000000087,True
15.8,0.37,Uniform,0.5,0.50007909,0.025592994299529378,0.00015817999999989674,True
15.8,0.36000000000000004,Uniform,0.5,0.5000789792,0.025577445474631918,0.00015795839999999117,True
15.8,0.35000000000000003,Uniform,0.5,0.5000788978,0.025565738409469803,0.00015779560000006576,True
15.8,0.34,Uniform,0.5,0.5000788373999999,0.025557507907310675,0.0001576747999998407,True
15.8,0.33,Uniform,0.5,0.5000787978,0.0255524001166086,0.000157595599999949,True
15.8,0.32,Uniform,0.5,0.5000787796,0.025550092649176445,0.00015755920000004586,True
15.8,0.31,Uniform,0.5,0.5000787766,0.025550292435457565,0.0001575531999999935,True
15.8,0.3,Uniform,0.5,0.5000787888,0.025552731977956916,0.00015757760000001397,True
15.8,0.29000000000000004,Uniform,0.5,0.5000788147999999,0.02555714365582488,0.00015762959999987558,True
15.8,0.28,Uniform,0.5,0.5000788536,0.025563296916798862,0.00015770720000007898,True
15.8,0.27,Uniform,0.5,0.5000789028,0.025570967804646058,0.00015780560000000499,True
15.8,0.26,Uniform,0.5,0.5000789598,0.02557995869838703,0.00015791959999988947,True
15.8,0.25,Uniform,0.5,0.5000790244,0.02559007834018677,0.00015804879999992139,True
15.8,0.24000000000000002,Uniform,0.5,0.5000790954,0.025601141177178283,0.00015819079999990215,True
15.8,0.23,Uniform,0.5,0.5000791728,0.02561297300247953,0.00015834560000005382,True
15.8,0.22,Uniform,0.5,0.500079253,0.02562542324152818,0.0001585060000000027,True
15.8,0.21000000000000002,Uniform,0.5,0.5000793374,0.02563833715182682,0.00015867479999998046,True
15.8,0.2,Uniform,0.5,0.5000794234,0.025651576413418167,0.00015884680000000095,True
15.8,0.19,Uniform,0.5,0.5000795111999999,0.025664996216536513,0.00015902239999987522,True
15.8,0.18000000000000002,Uniform,0.5,0.5000795997999999,0.02567848384703771,0.00015919959999988187,True
15.8,0.17,Uniform,0.5,0.500079687,0.025691903699916363,0.00015937400000010093,True
15.8,0.16,Uniform,0.5,0.5000797752,0.02570515108968577,0.0001595504000000414,True
15.8,0.15000000000000002,Uniform,0.5,0.5000798584,0.025718119933769167,0.00015971680000004262,True
15.8,0.14,Uniform,0.5,0.5000799416,0.025730697481529074,0.00015988320000004386,True
15.8,0.13,Uniform,0.5,0.5000800206,0.025742800301421124,0.0001600412000000162,True
15.8,0.12,Uniform,0.5,0.500080095,0.025754331485807025,0.00016018999999989347,True
15.8,0.11,Uniform,0.5,0.5000801678,0.025765208670647546,0.00016033559999995006,True
15.8,0.09999999999999999,Uniform,0.5,0.5000802326,0.025775357439646217,0.00016046520000001507,True
15.8,0.09,Uniform,0.5,0.5000802944,0.025784706119063253,0.00016058880000002773,True
15.8,0.08,Uniform,0.5,0.5000803488,0.025793190204884072,0.00016069759999992606,True
15.8,0.06999999999999999,Uniform,0.5,0.500080398,0.025800762877190377,0.0001607960000000741,True
15.8,0.060000000000000005,Uniform,0.5,0.50008044,0.025807370756074095,0.00016087999999991887,True
15.8,0.05,Uniform,0.5,0.5000804774000001,0.025812978277955544,0.00016095480000011264,True
15.8,0.04,Uniform,0.5,0.5000805076,0.02581756395866376,0.00016101520000000313,True
15.8,0.03,Uniform,0.5,0.5000805294,0.025821116544066255,0.0001610588000000579,True
15.8,0.02,Uniform,0.5,0.500080546,0.0258236250305922,0.0001610919999999183,True
15.8,0.01,Uniform,0.5,0.5000805551999999,0.02582511513645806,0.0001611103999998864,True
15.700000000000001,0.99,Uniform,0.056475,0.5262984204000001,0.45493494177860894,0.052596840800000155,False
