delta,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
0.125,0.03,Uniform,0.5,0.5000795952,0.02568889947486624,0.00015919040000000884,True
0.125,0.02,Uniform,0.5,0.50007964,0.02569286889555966,0.0001592800000000949,True
0.125,0.01,Uniform,0.5,0.5000799644,0.02573849533047159,0.00015992880000004206,True
0.124,0.99,Uniform,1.0,0.532032724,0.48280131494939943,0.06406544800000002,False
0.124,0.98,Uniform,0.001576,0.52985046,0.48197608208660764,0.059700920000000046,False
0.124,0.97,Uniform,1.0,0.5293600074,0.4808235046794961,0.0587200148,False
0.124,0.9600000000000001,Uniform,0.002371,0.529730024,0.479782081538015,0.05946004800000004,False
0.124,0.9500000000000001,Uniform,1.0,0.5310436092,0.4785119683996751,0.06208721840000009,False
0.124,0.9400000000000001,Uniform,1.0,0.5287923216,0.4778641132685732,0.05758464320000001,False
0.124,0.93,Uniform,0.006416,0.5289561424,0.4755036327498588,0.05791228479999999,False
0.124,0.92,Uniform,0.025448,0.5282033274000001,0.4747524391081533,0.05640665480000018,False
0.124,0.91,Uniform,0.00826,0.5285234808,0.4719987694610487,0.0570469616,False
0.124,0.9,Uniform,1.0,0.5277938576,0.4708288355118208,0.05558771519999994,False
0.124,0.89,Uniform,1.0,0.5277480176,0.4688979205186871,0.055496035200000016,False
0.124,0.88,Uniform,0.818959,0.5287096486,0.4662000107026869,0.05741929720000005,False
0.124,0.87,Uniform,1.0,0.5270876238,0.4642645495555497,0.05417524759999992,False
0.124,0.86,Uniform,1.0,0.5278895353999999,0.4615489077557234,0.055779070799999886,False
0.124,0.85,Uniform,0.077733,0.5275080734,0.4596052077511242,0.05501614680000011,False
0.124,0.8400000000000001,Uniform,0.333353,0.5258249726,0.4575497782319937,0.0516499452000001,False
0.124,0.8300000000000001,Uniform,0.039887,0.5261539918,0.45651872472469757,0.052307983599999996,False
0.124,0.8200000000000001,Uniform,1.0,0.5259840464,0.4537813624636434,0.05196809279999992,False
0.124,0.81,Uniform,0.043216,0.5252723916,0.44890821530833863,0.05054478320000011,False
0.124,0.8,Uniform,0.012842,0.5257251064,0.44694392590441373,0.05145021280000006,False
0.124,0.79,Uniform,0.024838,0.5251981604,0.4453356162790787,0.050396320800000005,False
0.124,0.78,Uniform,0.064112,0.5241328168,0.4401074910566941,0.048265633600000024,False
0.124,0.77,Uniform,0.041292,0.5247500331999999,0.44328262608961144,0.04950006639999982,False
0.124,0.76,Uniform,0.045351,0.5237362252000001,0.4347477743569917,0.047472450400000143,False
0.124,0.75,Uniform,1.0,0.5233698182000001,0.4320615490541677,0.04673963640000012,False
0.124,0.74,Uniform,0.9925,0.5233510448,0.4282101175316834,0.04670208960000011,False
0.124,0.73,Uniform,0.179968,0.5223404695999999,0.4266850995258341,0.044680939199999825,False
0.124,0.72,Uniform,0.125256,0.5215195206000001,0.4181184274534979,0.04303904120000013,False
0.124,0.7100000000000001,Uniform,0.998675,0.5228529918,0.42453457407220846,0.0457059836,False
0.124,0.7000000000000001,Uniform,1.0,0.521185796,0.41360153344003886,0.04237159200000007,False
0.124,0.6900000000000001,Uniform,1.0,0.5208144788,0.40857993494050476,0.04162895759999996,False
0.124,0.68,Uniform,0.063692,0.5210776048,0.41013566351129205,0.042155209599999965,False
0.124,0.67,Uniform,0.721252,0.5197425278,0.4020487739488382,0.03948505559999993,False
0.124,0.66,Uniform,0.066493,0.5197055819999999,0.39724950159265143,0.03941116399999989,False
0.124,0.65,Uniform,0.494352,0.5194991304000001,0.39403784488304955,0.03899826080000013,False
0.124,0.64,Uniform,0.664956,0.5185240968,0.38403385324636014,0.0370481936,False
0.124,0.63,Uniform,1.0,0.5182893354,0.38414221765767986,0.03657867079999999,False
0.124,0.62,Uniform,0.479082,0.517143598,0.3760923659965729,0.034287195999999964,False
0.124,0.61,Uniform,0.155071,0.5163861136000001,0.3659349033448336,0.03277222720000017,False
0.124,0.6,Uniform,0.892194,0.5159310574,0.36193496322187524,0.03186211480000001,False
0.124,0.59,Uniform,0.282778,0.5150801626,0.3532894912698731,0.030160325200000004,False
0.124,0.5800000000000001,Uniform,0.36983,0.5143025978,0.3441087783950304,0.028605195599999966,False
0.124,0.5700000000000001,Uniform,1.0,0.5137827332,0.33534160146288317,0.027565466400000016,False
0.124,0.56,Uniform,0.501077,0.5127109854,0.3247012692293466,0.025421970800000082,False
0.124,0.55,Uniform,0.461698,0.511836463,0.3132989955944895,0.023672925999999928,False
0.124,0.54,Uniform,0.892777,0.5112870518,0.30135625351793316,0.022574103600000006,False
0.124,0.53,Uniform,0.211077,0.5102372686,0.289659136655027,0.02047453719999992,False
0.124,0.52,Uniform,0.946332,0.5095003722,0.2773790930447126,0.01900074439999999,False
0.124,0.51,Uniform,0.903999,0.5086828632000001,0.26579628428061963,0.017365726400000225,False
0.124,0.5,Uniform,0.245596,0.5079074246,0.2544240331251469,0.015814849200000092,False
0.124,0.49,Uniform,0.797269,0.5074181294,0.24308977160460785,0.014836258799999946,False
0.124,0.48000000000000004,Uniform,0.259115,0.5065721356,0.23172200920670735,0.013144271200000057,False
0.124,0.47000000000000003,Uniform,0.813998,0.5059844036000001,0.22031870972839593,0.011968807200000153,False
0.124,0.46,Uniform,0.559304,0.5055300964,0.20888679889125142,0.011060192800000035,False
0.124,0.45,Uniform,0.266165,0.5048533658000001,0.19730607454372498,0.00970673160000013,False
0.124,0.44,Uniform,0.287092,0.504231322,0.18555203373199422,0.008462643999999964,False
0.124,0.43,Uniform,0.314373,0.5036812344,0.17348853068412692,0.007362468800000022,False
0.124,0.42000000000000004,Uniform,0.311124,0.5031844042000001,0.16101703257346217,0.006368808400000203,False
0.124,0.41000000000000003,Uniform,0.31828,0.5027396626,0.14803016801548427,0.005479325200000051,False
0.124,0.4,Uniform,0.498371,0.5023206732000001,0.13436054178624848,0.004641346400000135,False
0.124,0.39,Uniform,0.677782,0.5017990900000001,0.11973764501237913,0.0035981800000002284,False
0.124,0.38,Uniform,0.42301,0.5012893732,0.10369853306232145,0.0025787463999999982,False
0.124,0.37,Uniform,0.489177,0.500952348,0.08542399946010049,0.0019046959999999835,False
0.124,0.36000000000000004,Uniform,0.510076,0.5004657514,0.06304313782561094,0.0009315028000000947,False
0.124,0.35000000000000003,Uniform,0.516797,0.5001160060000001,0.030409655948131685,0.00023201200000011468,False
0.124,0.34,Uniform,0.5,0.5000750689999999,0.024866382291927724,0.0001501379999997443,True
0.124,0.33,Uniform,0.5,0.5000714820000001,0.024285523250421957,0.0001429640000001342,True
0.124,0.32,Uniform,0.5,0.5000705406,0.024144582629932253,0.0001410812000000039,True
0.124,0.31,Uniform,0.5,0.5000707558,0.024204111934691505,0.00014151160000008822,True
0.124,0.3,Uniform,0.5,0.500068983,0.02392401654724101,0.00013796600000004489,True
0.124,0.29000000000000004,Uniform,0.5,0.500067547,0.0236898924181759,0.00013509400000000227,True
0.124,0.28,Uniform,0.5,0.5000665992000001,0.02353091927946264,0.00013319840000014516,True
0.124,0.27,Uniform,0.5,0.5000660675999999,0.02343816932929131,0.0001321351999998832,True
0.124,0.26,Uniform,0.5,0.5000659014,0.023405800023383622,0.00013180279999991384,True
0.124,0.25,Uniform,0.5,0.5000660673999999,0.023429652163704004,0.00013213479999985012,True
0.124,0.24000000000000002,Uniform,0.5,0.500066536,0.023506504700549408,0.00013307199999990083,True
0.124,0.23,Uniform,0.5,0.5000672883999999,0.023633654889269887,0.0001345767999998415,True
0.124,0.22,Uniform,0.5,0.5000683048,0.02380871046485922,0.00013660959999994837,True
0.124,0.21000000000000002,Uniform,0.5,0.5000695724,0.02402944664998383,0.00013914480000010165,True
0.124,0.2,Uniform,0.5,0.5000710754,0.02429370923778872,0.0001421507999999072,True
0.124,0.19,Uniform,0.5,0.5000728033999999,0.02459941329498002,0.00014560679999986448,True
0.124,0.18000000000000002,Uniform,0.5,0.5000731274,0.0246747068952732,0.0001462547999999675,True
0.124,0.17,Uniform,0.5,0.5000723312,0.02455614924152036,0.00014466240000010622,True
0.124,0.16,Uniform,0.5,0.5000718474,0.024481048140423317,0.0001436947999999827,True
0.124,0.15000000000000002,Uniform,0.5,0.5000716578,0.02444956393329756,0.00014331559999991583,True
0.124,0.14,Uniform,0.5,0.5000717504000001,0.02446168183310626,0.00014350080000014032,True
0.124,0.13,Uniform,0.5,0.5000721180000001,0.02451719236650851,0.00014423600000013082,True
0.124,0.12,Uniform,0.5,0.5000727438,0.0246157058389507,0.00014548759999999383,True
0.124,0.11,Uniform,0.5,0.5000736224,0.024756640757949002,0.000147244799999946,True
0.124,0.09999999999999999,Uniform,0.5,0.5000747442,0.02493921109865368,0.000149488399999953,True
0.124,0.09,Uniform,0.5,0.5000760975999999,0.025162488042118732,0.00015219519999987163,True
0.124,0.08,Uniform,0.5,0.500077677,0.0254253851363974,0.00015535400000010746,True
0.124,0.06999999999999999,Uniform,0.5,0.5000794738000001,0.02572667720617895,0.00015894760000012553,True
0.124,0.060000000000000005,Uniform,0.5,0.5000804379999999,0.025899825398285767,0.00016087599999980995,True
0.124,0.05,Uniform,0.5,0.500079619,0.02578463768662971,0.00015923799999995047,True
0.124,0.04,Uniform,0.5,0.5000791106000001,0.02571064517120081,0.00015822120000019702,True
0.124,0.03,Uniform,0.5,0.5000789038,0.025678236454251012,0.00015780759999994842,True
0.124,0.02,Uniform,0.5,0.5000789836,0.025687614140183862,0.00015796720000005315,True
0.124,0.01,Uniform,0.5,0.5000793418,0.0257387728530979,0.00015868360000004245,True
0.123,0.99,Uniform,0.000376,0.5301014512,0.4826107479693505,0.060202902399999925,False
0.123,0.98,Uniform,0.000336,0.5304379658,0.4818017122139284,0.060875931600000044,False
0.123,0.97,Uniform,0.023539,0.5285176174,0.4808122702487903,0.057035234800000056,False
0.123,0.9600000000000001,Uniform,0.000457,0.5303817358,0.4796729942534598,0.06076347160000006,False
0.123,0.9500000000000001,Uniform,0.009421,0.5287321898,0.47864976045341684,0.05746437960000006,False
0.123,0.9400000000000001,Uniform,0.004904,0.5289671504,0.4768653054004843,0.05793430079999995,False
0.123,0.93,Uniform,0.002802,0.5291489779999999,0.4751735772874333,0.05829795599999987,False
0.123,0.92,Uniform,1.0,0.5291988924,0.47361395982414,0.05839778479999991,False
0.123,0.91,Uniform,1.0,0.5290214758,0.47222849782829374,0.05804295160000006,False
0.123,0.9,Uniform,0.004746,0.5283854278,0.4696858795162331,0.05677085559999995,False
0.123,0.89,Uniform,0.336753,0.528783597,0.46810922333285343,0.05756719399999999,False
0.123,0.88,Uniform,1.0,0.5270445844,0.46606594479684305,0.05408916880000003,False
0.123,0.87,Uniform,1.0,0.5271414392,0.4645753538258559,0.05428287840000001,False
0.123,0.86,Uniform,0.345163,0.5261452852,0.4621089821733464,0.05229057040000007,False
0.123,0.85,Uniform,1.0,0.5269747068,0.45939168396162877,0.05394941360000005,False
0.123,0.8400000000000001,Uniform,1.0,0.5260365095999999,0.4568476317554881,0.05207301919999985,False
0.123,0.8300000000000001,Uniform,0.06202,0.5253902208,0.4536880282044375,0.05078044159999995,False
0.123,0.8200000000000001,Uniform,0.080731,0.5252541416000001,0.45338835989055437,0.050508283200000115,False
0.123,0.81,Uniform,1.0,0.5253525468,0.45022739110741017,0.05070509359999997,False
0.123,0.8,Uniform,0.028845,0.5248324676,0.44441761031794036,0.04966493520000004,False
0.123,0.79,Uniform,1.0,0.5241420586000001,0.4433717105479465,0.04828411720000014,False
0.123,0.78,Uniform,0.058331,0.5241012452,0.44119864020172395,0.04820249040000002,False
0.123,0.77,Uniform,0.063224,0.5235657716,0.43645446481182926,0.047131543199999903,False
0.123,0.76,Uniform,1.0,0.5235816508,0.4359194284291633,0.04716330159999993,False
0.123,0.75,Uniform,0.037787,0.5233203968,0.43106415909785806,0.04664079359999995,False
0.123,0.74,Uniform,1.0,0.5228250916,0.4293974848720482,0.04565018320000003,False
0.123,0.73,Uniform,0.048496,0.5223121928000001,0.4228365768547003,0.04462438560000015,False
0.123,0.72,Uniform,0.077608,0.5218235607999999,0.42084458183419654,0.04364712159999984,False
0.123,0.7100000000000001,Uniform,0.986749,0.5228551294000001,0.42589113130705064,0.045710258800000236,False
0.123,0.7000000000000001,Uniform,1.0,0.520751567,0.4091314494307855,0.04150313400000005,False
0.123,0.6900000000000001,Uniform,0.054449,0.5210493404000001,0.4111897407632704,0.04209868080000012,False
0.123,0.68,Uniform,0.061658,0.5208073276000001,0.40885261857063293,0.041614655200000294,False
0.123,0.67,Uniform,1.0,0.5195916906,0.3991713732689096,0.03918338119999998,False
0.123,0.66,Uniform,0.069859,0.5195299406,0.39723716765964223,0.039059881200000035,False
0.123,0.65,Uniform,1.0,0.5187655442,0.39250058634034823,0.03753108839999997,False
0.123,0.64,Uniform,0.647373,0.5182807194,0.38295742051983706,0.03656143879999996,False
0.123,0.63,Uniform,1.0,0.517902761,0.38157259887073447,0.03580552199999998,False
0.123,0.62,Uniform,1.0,0.517209109,0.3733268499947017,0.03441821799999989,False
0.123,0.61,Uniform,0.157394,0.5161143100000001,0.36443976913504067,0.03222862000000015,False
0.123,0.6,Uniform,1.0,0.5158088314,0.3600606340697743,0.0316176628,False
0.123,0.59,Uniform,0.167078,0.5149663764,0.3518646335196044,0.029932752799999962,False
0.123,0.5800000000000001,Uniform,0.634312,0.5140813938000001,0.3424783613809427,0.028162787600000128,False
0.123,0.5700000000000001,Uniform,0.146753,0.513517345,0.3331985401363988,0.027034690000000028,False
0.123,0.56,Uniform,0.272159,0.5124283434,0.32216790243927207,0.024856686799999972,False
0.123,0.55,Uniform,0.320216,0.5115818816,0.3110681960576923,0.02316376319999991,False
0.123,0.54,Uniform,0.987447,0.510890845,0.29890549055999815,0.021781690000000076,False
0.123,0.53,Uniform,0.214618,0.5100050658,0.28754070178510954,0.02001013160000009,False
0.123,0.52,Uniform,0.192612,0.5092800016,0.2751256944488086,0.018560003199999953,False
0.123,0.51,Uniform,0.747746,0.5086529622,0.2636972857883865,0.017305924400000006,False
0.123,0.5,Uniform,0.411411,0.5076488004,0.2522788621479007,0.015297600800000088,False
0.123,0.49,Uniform,0.490676,0.5072547698000001,0.24096183420223632,0.014509539600000121,False
0.123,0.48000000000000004,Uniform,0.322575,0.5063573264000001,0.22962698198964904,0.01271465280000017,False
0.123,0.47000000000000003,Uniform,0.84284,0.5058773082000001,0.21825136449771176,0.011754616400000195,False
0.123,0.46,Uniform,0.492047,0.5053735833999999,0.2067703299626811,0.010747166799999874,False
0.123,0.45,Uniform,0.269265,0.5047132606,0.1951617319619755,0.009426521199999982,False
0.123,0.44,Uniform,0.280293,0.5041145798000001,0.18335317482447278,0.008229159600000147,False
0.123,0.43,Uniform,0.294807,0.5035825058000001,0.1712105387344036,0.00716501160000016,False
0.123,0.42000000000000004,Uniform,0.301963,0.5031055872,0.15862838550074987,0.006211174399999964,False
0.123,0.41000000000000003,Uniform,0.398569,0.5026737466,0.14549717599561213,0.005347493199999942,False
0.123,0.4,Uniform,0.652029,0.5022023906,0.13165912868759455,0.004404781200000096,False
0.123,0.39,Uniform,0.572631,0.5016376934,0.11672300461127658,0.0032753867999999464,False
0.123,0.38,Uniform,0.36994,0.5012361872000001,0.10028866766733047,0.0024723744000001435,False
0.123,0.37,Uniform,0.608649,0.5008436396,0.08133847798545477,0.0016872792000000025,False
0.123,0.36000000000000004,Uniform,0.431549,0.5003936971999999,0.05751516472515213,0.0007873943999998634,False
0.123,0.35000000000000003,Uniform,0.500038,0.5000872316000001,0.026839463506266703,0.00017446320000025217,False
0.123,0.34,Uniform,0.5,0.5000732678,0.0246695814732252,0.00014653560000010835,True
0.123,0.33,Uniform,0.5,0.5000704514,0.02420973211970549,0.00014090279999989797,True
0.123,0.32,Uniform,0.5,0.5000697694,0.024111031484183126,0.0001395388000000608,True
0.123,0.31,Uniform,0.5,0.5000701092000001,0.024192256416791357,0.00014021840000011387,True
0.123,0.3,Uniform,0.5,0.5000682182,0.023888376585941774,0.00013643640000005064,True
0.123,0.29000000000000004,Uniform,0.5,0.5000668544,0.023663626418101085,0.00013370879999996532,True
0.123,0.28,Uniform,0.5,0.5000659618,0.023512098727907278,0.00013192359999991687,True
0.123,0.27,Uniform,0.5,0.5000654717999999,0.023425657115459173,0.0001309435999998776,True
0.123,0.26,Uniform,0.5,0.5000653389999999,0.02339888875097779,0.00013067799999988416,True
0.123,0.25,Uniform,0.5,0.5000655342,0.023427875989741546,0.00013106839999998954,True
0.123,0.24000000000000002,Uniform,0.5,0.5000660268,0.023509536705637234,0.00013205360000001498,True
0.123,0.23,Uniform,0.5,0.5000667968,0.023641265726473695,0.00013359359999998155,True
0.123,0.22,Uniform,0.5,0.50006783,0.023820715863171426,0.0001356599999999819,True
0.123,0.21000000000000002,Uniform,0.5,0.5000691092,0.024045680572579248,0.00013821840000005636,True
0.123,0.2,Uniform,0.5,0.500070622,0.02431405207992335,0.00014124399999992931,True
0.123,0.19,Uniform,0.5,0.5000723566,0.024623740488117593,0.00014471320000009058,True
0.123,0.18000000000000002,Uniform,0.5,0.500072416,0.024654414902685943,0.00014483199999992813,True
0.123,0.17,Uniform,0.5,0.5000716574,0.024540007787889378,0.00014331480000007168,True
0.123,0.16,Uniform,0.5,0.5000712064,0.024469193921771003,0.00014241280000004686,True
0.123,0.15000000000000002,Uniform,0.5,0.5000710464,0.024442132127153543,0.00014209279999999325,True
0.123,0.14,Uniform,0.5,0.5000711668,0.024458769828985413,0.00014233359999993311,True
0.123,0.13,Uniform,0.5,0.5000715592,0.024518894464531798,0.00014311840000003073,True
0.123,0.12,Uniform,0.5,0.5000722074,0.024622093290506124,0.0001444148000000478,True
0.123,0.11,Uniform,0.5,0.5000731068000001,0.02476774736710874,0.0001462136000001113,True
0.123,0.09999999999999999,Uniform,0.5,0.5000742446,0.024955067826411832,0.00014848920000010146,True
0.123,0.09,Uniform,0.5,0.5000756142,0.02518309682318836,0.00015122840000003634,True
0.123,0.08,Uniform,0.5,0.5000772071999999,0.02545071662445692,0.00015441439999985818,True
0.123,0.06999999999999999,Uniform,0.5,0.500079014,0.0257566983525181,0.00015802799999997674,True
0.123,0.060000000000000005,Uniform,0.5,0.5000796248,0.025874335481951057,0.00015924960000002208,True
0.123,0.05,Uniform,0.5,0.5000788514,0.02576409301799553,0.00015770279999993697,True
0.123,0.04,Uniform,0.5,0.500078386,0.02569524594535422,0.0001567719999999717,True
0.123,0.03,Uniform,0.5,0.5000782166,0.025668158893186663,0.0001564331999999169,True
0.123,0.02,Uniform,0.5,0.5000783324,0.025683004029550493,0.00015666479999998373,True
0.123,0.01,Uniform,0.5,0.5000787232,0.025739760435700237,0.00015744640000003862,True
0.122,0.99,Uniform,1.0,0.5297947782,0.4822787083823319,0.059589556399999966,False
