delta,alpha_inflow,distribution,final_load,avg_load,load_std,load_inflation,converged
0.124,0.01,Bimodal,0.5,0.5000793404,0.025738708996775498,0.00015868080000003282,True
0.123,0.99,Bimodal,0.511833,0.5287311821999999,0.4689234770724777,0.057462364399999855,False
0.123,0.98,Bimodal,1.0,0.5278599928,0.4672309446715233,0.05571998559999991,False
0.123,0.97,Bimodal,0.001998,0.5277486922,0.465244996950017,0.05549738439999996,False
0.123,0.9600000000000001,Bimodal,0.003079,0.5275639894,0.46442837458673253,0.05512797880000009,False
0.123,0.9500000000000001,Bimodal,0.016515,0.5263871442,0.4610651091231931,0.05277428839999998,False
0.123,0.9400000000000001,Bimodal,0.720456,0.5259773680000001,0.45939594653788973,0.05195473600000011,False
0.123,0.93,Bimodal,0.004233,0.527039688,0.4589050579106788,0.05407937600000001,False
0.123,0.92,Bimodal,0.058772,0.5253615302,0.4541406012006688,0.050723060399999964,False
0.123,0.91,Bimodal,0.013989,0.5261922384,0.4558868893052245,0.05238447679999991,False
0.123,0.9,Bimodal,1.0,0.5251906164,0.45111937868224433,0.05038123279999995,False
0.123,0.89,Bimodal,0.956505,0.5246510412000001,0.44696707511442313,0.04930208240000011,False
0.123,0.88,Bimodal,1.0,0.5253744354000001,0.4468541682594324,0.05074887080000012,False
0.123,0.87,Bimodal,0.587988,0.5239668180000001,0.4421495094105966,0.047933636000000224,False
0.123,0.86,Bimodal,0.10477,0.5236649608,0.4393791601918241,0.04732992160000005,False
0.123,0.85,Bimodal,1.0,0.5242757244,0.44166764618685356,0.04855144880000006,False
0.123,0.8400000000000001,Bimodal,1.0,0.5234475862,0.43443593993825536,0.04689517239999996,False
0.123,0.8300000000000001,Bimodal,1.0,0.5236886736,0.432804285739646,0.047377347200000086,False
0.123,0.8200000000000001,Bimodal,0.044094,0.5228068542000001,0.4279483796281788,0.04561370840000012,False
0.123,0.81,Bimodal,0.05372,0.52221727,0.42378594342983866,0.04443453999999991,False
0.123,0.8,Bimodal,0.711564,0.5222701596,0.42020834936264195,0.04454031920000001,False
0.123,0.79,Bimodal,0.047649,0.521291893,0.41261832136933846,0.04258378600000001,False
0.123,0.78,Bimodal,1.0,0.5208545581999999,0.4072893190411018,0.04170911639999986,False
0.123,0.77,Bimodal,0.261902,0.5197933074,0.3978405576720436,0.03958661479999992,False
0.123,0.76,Bimodal,0.062929,0.5195417128,0.39726019571717497,0.03908342560000011,False
0.123,0.75,Bimodal,1.0,0.5180189491999999,0.38027252468166745,0.036037898399999824,False
0.123,0.74,Bimodal,0.291089,0.5172935298,0.37722152306337287,0.03458705959999997,False
0.123,0.73,Bimodal,0.241223,0.5158786543999999,0.3610521498405983,0.03175730879999983,False
0.123,0.72,Bimodal,1.0,0.5149663224,0.3470818730314072,0.029932644799999908,False
0.123,0.7100000000000001,Bimodal,0.906128,0.5144877596,0.34127621240820133,0.028975519200000077,False
0.123,0.7000000000000001,Bimodal,0.120731,0.5136876318,0.3332044030187291,0.027375263599999977,False
0.123,0.6900000000000001,Bimodal,0.857636,0.5128285736,0.3227585872709205,0.025657147200000008,False
0.123,0.68,Bimodal,0.326182,0.5115364342000001,0.30730831981311235,0.023072868400000113,False
0.123,0.67,Bimodal,0.716914,0.5114290605999999,0.3053983310579269,0.02285812119999986,False
0.123,0.66,Bimodal,0.136341,0.51063413,0.2918052657131874,0.02126826000000004,False
0.123,0.65,Bimodal,0.838542,0.5099353696,0.28065411599264123,0.01987073919999993,False
0.123,0.64,Bimodal,0.164923,0.5090948542,0.27085115956341543,0.018189708400000004,False
0.123,0.63,Bimodal,0.389502,0.5082069707999999,0.25912829259461295,0.01641394159999976,False
0.123,0.62,Bimodal,0.184202,0.5075673088,0.24669030778018655,0.015134617600000011,False
0.123,0.61,Bimodal,0.651966,0.5072398062,0.24096922162525317,0.014479612399999953,False
0.123,0.6,Bimodal,0.340551,0.5061801808,0.2250652226159758,0.012360361600000092,False
0.123,0.59,Bimodal,0.219919,0.5056417999999999,0.21314512856024037,0.011283599999999838,False
0.123,0.5800000000000001,Bimodal,0.258366,0.5051365172,0.20206247065973515,0.010273034399999936,False
0.123,0.5700000000000001,Bimodal,0.648117,0.5045786514,0.19123792528532557,0.009157302800000044,False
0.123,0.56,Bimodal,0.254934,0.5040653072,0.18057680262734152,0.008130614399999958,False
0.123,0.55,Bimodal,0.446838,0.5035114722,0.17008891590529232,0.007022944400000064,False
0.123,0.54,Bimodal,0.645557,0.503119478,0.15968155898306657,0.006238956000000018,False
0.123,0.53,Bimodal,0.539271,0.5027059448,0.14935913657195016,0.005411889599999942,False
0.123,0.52,Bimodal,0.325642,0.5023567776,0.13909287397654543,0.0047135551999999414,False
0.123,0.51,Bimodal,0.470117,0.502128278,0.12873299967780882,0.004256556000000078,False
0.123,0.5,Bimodal,0.641242,0.5017277092,0.11827560151082211,0.0034554183999999655,False
0.123,0.49,Bimodal,0.352337,0.5014428924,0.10751964556439758,0.002885784799999902,False
0.123,0.48000000000000004,Bimodal,0.613114,0.5011437798,0.09629683914330683,0.002287559600000044,False
0.123,0.47000000000000003,Bimodal,0.435661,0.5009136114000001,0.0843083641031822,0.00182722280000025,False
0.123,0.46,Bimodal,0.488879,0.5005904994,0.0711074350058123,0.0011809987999999993,False
0.123,0.45,Bimodal,0.561658,0.5004005161999999,0.05573396851544876,0.0008010323999998459,False
0.123,0.44,Bimodal,0.479182,0.5001659012,0.03586097066490036,0.00033180240000008077,False
0.123,0.43,Bimodal,0.5,0.5000780941999999,0.025437096850367207,0.0001561883999998681,True
0.123,0.42000000000000004,Bimodal,0.5,0.5000705672,0.024216525102398388,0.0001411343999999648,True
0.123,0.41000000000000003,Bimodal,0.5,0.5000667811999999,0.023579023736189694,0.00013356239999984254,True
0.123,0.4,Bimodal,0.5,0.5000644758,0.023178103919045467,0.00012895160000003791,True
0.123,0.39,Bimodal,0.5,0.5000630396000001,0.02292245254176214,0.00012607920000018424,True
0.123,0.38,Bimodal,0.5,0.5000622245999999,0.022773715792657898,0.00012444919999987647,True
0.123,0.37,Bimodal,0.5,0.500061899,0.022711782801347898,0.00012379799999995278,True
0.123,0.36000000000000004,Bimodal,0.5,0.5000619834,0.022724437498592785,0.00012396679999993054,True
0.123,0.35000000000000003,Bimodal,0.5,0.5000624246,0.022803420443904966,0.00012484920000011002,True
0.123,0.34,Bimodal,0.5,0.5000631776,0.022942642808435675,0.00012635519999992795,True
0.123,0.33,Bimodal,0.5,0.5000642186,0.02313723412518892,0.00012843720000010883,True
0.123,0.32,Bimodal,0.5,0.5000655278,0.02338308449179657,0.00013105560000004068,True
0.123,0.31,Bimodal,0.5,0.5000670818,0.023676627182773715,0.0001341636000000701,True
0.123,0.3,Bimodal,0.5,0.5000660248000001,0.023511726154698633,0.0001320496000001281,True
0.123,0.29000000000000004,Bimodal,0.5,0.5000652238000001,0.023381223817900507,0.00013044760000013866,True
0.123,0.28,Bimodal,0.5,0.5000647307999999,0.023298391560848057,0.00012946159999982498,True
0.123,0.27,Bimodal,0.5,0.5000645368,0.02326300959758546,0.0001290735999999182,True
0.123,0.26,Bimodal,0.5,0.5000646262,0.02327469578355079,0.00012925240000005722,True
0.123,0.25,Bimodal,0.5,0.5000649873999999,0.023332892206818,0.00012997479999987682,True
0.123,0.24000000000000002,Bimodal,0.5,0.5000656048,0.023436859828405772,0.00013120959999990411,True
0.123,0.23,Bimodal,0.5,0.5000664727999999,0.023585666176342286,0.00013294559999987854,True
0.123,0.22,Bimodal,0.5,0.5000675798,0.02377820454823996,0.00013515960000010097,True
0.123,0.21000000000000002,Bimodal,0.5,0.500068916,0.02401319329088385,0.0001378320000000599,True
0.123,0.2,Bimodal,0.5,0.5000704706000001,0.02428922283269473,0.00014094120000018862,True
0.123,0.19,Bimodal,0.5,0.5000722412,0.024604760009007257,0.00014448240000008994,True
0.123,0.18000000000000002,Bimodal,0.5,0.500072328,0.024640214815566188,0.00014465600000002077,True
0.123,0.17,Bimodal,0.5,0.5000715896,0.02452900439955398,0.00014317919999995432,True
0.123,0.16,Bimodal,0.5,0.5000711546000001,0.02446066441662285,0.0001423092000001347,True
0.123,0.15000000000000002,Bimodal,0.5,0.5000710068,0.02443550299685471,0.00014201360000010155,True
0.123,0.14,Bimodal,0.5,0.5000711368,0.024453617556108174,0.00014227360000007572,True
0.123,0.13,Bimodal,0.5,0.5000715334,0.024514887074007393,0.00014306679999998018,True
0.123,0.12,Bimodal,0.5,0.5000721884,0.024618963140183726,0.0001443768000000123,True
0.123,0.11,Bimodal,0.5,0.5000730912,0.024765303412886124,0.0001461823999999723,True
0.123,0.09999999999999999,Bimodal,0.5,0.5000742326,0.024953155788910997,0.00014846519999989205,True
0.123,0.09,Bimodal,0.5,0.500075605,0.025181604788196418,0.00015121000000006823,True
0.123,0.08,Bimodal,0.5,0.5000772002,0.025449557535876226,0.00015440040000003208,True
0.123,0.06999999999999999,Bimodal,0.5,0.500079009,0.025755808560164375,0.00015801800000003752,True
